,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
179,3rd,"(638, 244)","(801, 256)","(719, 250)","(730, 360)","(1974, 680)","[[-3.05851945]
 [-0.05635552]
 [ 0.3342638 ]]","[[ 834.05106695]
 [  76.53577586]
 [1206.40822911]]"
180,3rd,"(658, 244)","(816, 258)","(737, 251)","(742, 358)","(1945, 672)","[[-3.04613795]
 [-0.08398548]
 [ 0.330611  ]]","[[ 874.16666049]
 [  75.02629812]
 [1225.75166463]]"
181,3rd,"(665, 242)","(821, 259)","(743, 250)","(748, 361)","(2264, 740)","[[-3.0460853 ]
 [-0.11744935]
 [ 0.2667778 ]]","[[ 876.17281295]
 [  79.13724371]
 [1205.52456926]]"
182,3rd,"(657, 247)","(819, 264)","(738, 255)","(749, 365)","(2393, 784)","[[-3.05006853]
 [-0.0992562 ]
 [ 0.24162982]]","[[ 873.7547638 ]
 [  87.11315471]
 [1198.78169388]]"
183,3rd,"(660, 244)","(822, 263)","(741, 253)","(749, 364)","(2146, 781)","[[-3.02884967]
 [-0.08700194]
 [ 0.29920556]]","[[ 878.13688913]
 [  83.38299659]
 [1207.89590189]]"
184,3rd,"(664, 247)","(826, 265)","(745, 256)","(758, 367)","(2353, 795)","[[-3.04318361]
 [-0.07926   ]
 [ 0.27756591]]","[[ 888.24490242]
 [  87.43293928]
 [1195.97698316]]"
185,3rd,"(671, 246)","(831, 265)","(751, 255)","(764, 368)","(2506, 807)","[[-3.04774453]
 [-0.08290999]
 [ 0.23864727]]","[[ 902.82357703]
 [  89.49210582]
 [1196.70462216]]"
186,3rd,"(685, 247)","(845, 268)","(765, 257)","(776, 370)","(2708, 828)","[[-3.05270105]
 [-0.11935337]
 [ 0.20637515]]","[[ 922.16530749]
 [  95.08572848]
 [1192.465006  ]]"
187,3rd,"(707, 269)","(857, 288)","(782, 278)","(791, 391)","(2385, 747)","[[-3.07730069]
 [-0.14421792]
 [ 0.11520911]]","[[1033.73847622]
 [ 145.81269694]
 [1283.89729461]]"
188,3rd,"(738, 262)","(889, 289)","(813, 275)","(831, 391)","(1175, 399)","[[ 0.12906654]
 [-1.75868391]
 [ 0.01214669]]","[[-1145.9238586 ]
 [ -134.32739531]
 [-1347.15829986]]"
189,3rd,"(742, 264)","(886, 294)","(814, 279)","(834, 393)","(3425, 909)","[[-3.0741899 ]
 [-0.21541503]
 [ 0.04658136]]","[[1047.56832138]
 [ 137.19028554]
 [1201.19765546]]"
190,4th,"(748, 263)","(888, 291)","(818, 277)","(834, 391)","(617, 401)","[[ 0.24532761]
 [-3.02750381]
 [ 0.28658509]]","[[-1123.6826208 ]
 [ -156.51556613]
 [-1481.41774017]]"
191,3rd,"(740, 262)","(886, 293)","(813, 277)","(832, 393)","(3223, 946)","[[-3.05337194]
 [-0.18578431]
 [ 0.08595412]]","[[1048.24231649]
 [ 137.37193281]
 [1207.10802024]]"
192,4th,"(736, 263)","(885, 293)","(810, 278)","(829, 391)","(634, 399)","[[ 0.25657105]
 [-2.96482646]
 [ 0.26734812]]","[[-1147.64084307]
 [ -158.00325414]
 [-1522.41244087]]"
193,3rd,"(739, 262)","(887, 288)","(813, 275)","(824, 391)","(3025, 904)","[[-3.0496359 ]
 [-0.20499057]
 [ 0.0779372 ]]","[[1048.78259733]
 [ 136.14128986]
 [1223.76795475]]"
194,3rd,"(736, 263)","(880, 290)","(808, 276)","(822, 391)","(3108, 891)","[[-3.06501228]
 [-0.18506957]
 [ 0.09574641]]","[[1035.64584966]
 [ 135.12449922]
 [1212.34991602]]"
195,3rd,"(735, 254)","(884, 281)","(809, 267)","(823, 384)","(3133, 867)","[[-3.05768365]
 [-0.18832036]
 [ 0.08621979]]","[[1033.93749842]
 [ 118.17547022]
 [1211.07230889]]"
196,3rd,"(733, 259)","(882, 284)","(807, 271)","(820, 388)","(3059, 863)","[[-3.06323769]
 [-0.17394363]
 [ 0.09241751]]","[[1034.27146347]
 [ 126.22157605]
 [1216.34104557]]"
197,3rd,"(729, 256)","(879, 280)","(804, 268)","(815, 384)","(3005, 842)","[[-3.06388023]
 [-0.16830063]
 [ 0.1039184 ]]","[[1025.27182964]
 [ 120.12139956]
 [1216.5302659 ]]"
198,3rd,"(729, 229)","(890, 253)","(809, 241)","(813, 360)","(3315, 857)","[[-3.03479709]
 [-0.16300157]
 [ 0.09657213]]","[[ 998.91073492]
 [  71.84992085]
 [1186.52437725]]"
199,3rd,"(727, 228)","(876, 256)","(801, 242)","(813, 361)","(3275, 841)","[[-3.03791977]
 [-0.1864983 ]
 [ 0.10258384]]","[[ 999.59347755]
 [  73.85250777]
 [1188.5682809 ]]"
200,2nd,"(725, 253)","(870, 278)","(797, 265)","(810, 384)","(1103, 381)","[[ 0.15241101]
 [-1.8292889 ]
 [-0.01129245]]","[[-1167.54434643]
 [ -113.62781575]
 [-1421.27761484]]"
201,3rd,"(717, 253)","(876, 279)","(796, 266)","(806, 382)","(2236, 739)","[[-3.03864441]
 [-0.15605485]
 [ 0.25604431]]","[[1035.58263402]
 [ 112.96309179]
 [1262.93170771]]"
202,3rd,"(708, 254)","(862, 277)","(785, 265)","(786, 383)","(2653, 852)","[[-3.0488177 ]
 [-0.18006081]
 [ 0.17779499]]","[[ 970.20478203]
 [ 120.84429921]
 [1216.77196618]]"
203,3rd,"(690, 247)","(847, 269)","(768, 258)","(767, 375)","(2121, 824)","[[-3.01694043]
 [-0.12028875]
 [ 0.31519911]]","[[ 920.10507156]
 [ 104.17734978]
 [1218.24531482]]"
204,3rd,"(670, 250)","(833, 272)","(751, 261)","(759, 376)","(2462, 889)","[[-3.03937157]
 [-0.11540717]
 [ 0.27914222]]","[[ 880.94265847]
 [ 106.89673046]
 [1181.83362311]]"
205,3rd,"(672, 251)","(831, 271)","(751, 261)","(759, 376)","(2072, 796)","[[-3.03301504]
 [-0.09570404]
 [ 0.31501856]]","[[ 907.14027511]
 [ 108.49494561]
 [1222.96640944]]"
206,3rd,"(684, 251)","(839, 271)","(761, 261)","(770, 379)","(2780, 877)","[[-3.05858775]
 [-0.13605471]
 [ 0.19583371]]","[[ 906.50165798]
 [ 109.74936845]
 [1185.65830725]]"
207,3rd,"(695, 253)","(849, 275)","(772, 264)","(781, 381)","(2884, 818)","[[-3.0785296 ]
 [-0.14331338]
 [ 0.15698175]]","[[ 939.5750079 ]
 [ 113.37966244]
 [1196.30216962]]"
208,3rd,"(699, 253)","(853, 276)","(776, 264)","(786, 382)","(2955, 903)","[[-3.05906002]
 [-0.15647903]
 [ 0.16482103]]","[[ 939.78723968]
 [ 116.94341013]
 [1187.55962111]]"
209,2nd,"(722, 255)","(869, 281)","(795, 268)","(827, 383)","(1133, 377)","[[ 0.09310261]
 [-1.79906326]
 [ 0.00939307]]","[[-1171.16302493]
 [ -112.14472424]
 [-1402.19116002]]"
210,3rd,"(741, 263)","(878, 280)","(809, 271)","(849, 382)","(3371, 724)","[[-3.10269275]
 [-0.07100039]
 [-0.08029474]]","[[1101.98746156]
 [ 117.07173833]
 [1233.54302125]]"
211,3rd,"(764, 267)","(889, 280)","(826, 273)","(873, 382)","(3332, 700)","[[-3.08866014]
 [-0.05373476]
 [-0.19261499]]","[[1182.54831102]
 [ 119.08557213]
 [1261.39337345]]"
212,3rd,"(757, 268)","(889, 283)","(823, 275)","(865, 383)","(3097, 682)","[[-3.09709497]
 [-0.04087043]
 [-0.12268715]]","[[1180.84208561]
 [ 124.50585608]
 [1278.62953664]]"
213,3rd,"(721, 260)","(868, 275)","(794, 267)","(817, 378)","(3021, 779)","[[-3.0794756 ]
 [-0.09599909]
 [ 0.05562366]]","[[1035.25928465]
 [ 113.02511324]
 [1227.62229024]]"
214,3rd,"(711, 257)","(855, 272)","(783, 264)","(797, 375)","(2688, 774)","[[-3.06286709]
 [-0.09324665]
 [ 0.15531941]]","[[ 989.65257404]
 [ 102.35054903]
 [1225.41632809]]"
215,3rd,"(670, 253)","(829, 268)","(749, 260)","(755, 371)","(1974, 728)","[[-3.03993631]
 [-0.08997447]
 [ 0.31090482]]","[[ 913.53605112]
 [  99.66110672]
 [1242.42989703]]"
216,3rd,"(637, 248)","(794, 260)","(715, 254)","(708, 366)","(1254, 690)","[[-2.99424382]
 [-0.06022901]
 [ 0.53488596]]","[[ 805.71102337]
 [  93.2029914 ]
 [1237.60481847]]"
217,4th,"(608, 246)","(762, 255)","(685, 250)","(665, 364)","(528, 577)","[[-2.90721840e+00]
 [-6.98226578e-04]
 [ 8.90406336e-01]]","[[ 710.28675334]
 [  89.08274811]
 [1261.91520228]]"
218,4th,"(569, 247)","(718, 252)","(643, 249)","(622, 362)","(232, 538)","[[-2.77378566]
 [ 0.06115791]
 [ 1.15991711]]","[[ 627.39004639]
 [  82.63085658]
 [1307.14682961]]"
219,4th,"(531, 265)","(658, 253)","(594, 259)","(555, 365)","(27, 483)","[[-2.69449628]
 [ 0.06406007]
 [ 1.39927622]]","[[ 481.49505934]
 [  87.3579555 ]
 [1298.90987281]]"
220,3rd,"(515, 268)","(633, 253)","(574, 260)","(535, 368)","(-35, 466)","[[-2.66161278]
 [ 0.0737711 ]
 [ 1.50363231]]","[[ 424.81734143]
 [  92.40424351]
 [1281.06514263]]"
221,3rd,"(500, 270)","(613, 254)","(556, 262)","(516, 368)","(-53, 471)","[[-2.63811629]
 [ 0.10361935]
 [ 1.53727199]]","[[ 394.03061399]
 [  95.78267402]
 [1293.91520772]]"
222,3rd,"(498, 269)","(612, 256)","(555, 262)","(519, 369)","(-11, 487)","[[-2.718138  ]
 [ 0.12502121]
 [ 1.38797238]]","[[ 416.37654558]
 [  94.99982461]
 [1330.5461444 ]]"
223,3rd,"(498, 268)","(614, 256)","(556, 262)","(518, 371)","(-42, 480)","[[-2.67012798]
 [ 0.09825552]
 [ 1.47321197]]","[[ 403.03892858]
 [  96.68974157]
 [1301.51707856]]"
224,3rd,"(503, 269)","(619, 258)","(561, 263)","(524, 371)","(-2, 508)","[[-2.70892605]
 [ 0.12592628]
 [ 1.37056747]]","[[ 427.48552305]
 [ 101.36257659]
 [1323.50016823]]"
225,3rd,"(504, 270)","(623, 258)","(563, 264)","(528, 372)","(-4, 487)","[[-2.70146912]
 [ 0.11536306]
 [ 1.41837171]]","[[ 430.9654913 ]
 [ 100.10905076]
 [1326.54174111]]"
226,4th,"(514, 277)","(635, 270)","(574, 273)","(542, 383)","(110, 643)","[[-2.58418573]
 [ 0.19584952]
 [ 1.25952515]]","[[ 497.10989468]
 [ 130.54989302]
 [1382.01127743]]"
227,4th,"(524, 276)","(662, 280)","(593, 278)","(557, 397)","(474, 435)","[[ 0.14802658]
 [-3.04774308]
 [ 0.51104923]]","[[ -600.10288088]
 [ -153.75810469]
 [-1492.74313301]]"
228,4th,"(520, 275)","(658, 282)","(589, 278)","(561, 398)","(445, 416)","[[ 0.1206718 ]
 [-3.1723418 ]
 [ 0.42050614]]","[[ -590.94333063]
 [ -149.621822  ]
 [-1483.11649481]]"
229,4th,"(545, 252)","(682, 251)","(613, 251)","(581, 367)","(434, 377)","[[-0.03160826]
 [ 3.00551033]
 [-0.25954727]]","[[ -598.04674306]
 [  -80.32187319]
 [-1436.01211667]]"
230,1st,"(578, 181)","(715, 175)","(646, 178)","(624, 254)","(510, 223)","[[-2.97594317]
 [ 0.00721113]
 [ 0.85395858]]","[[ 710.22865748]
 [-125.51799415]
 [1415.09515573]]"
231,1st,"(571, 174)","(711, 170)","(641, 172)","(623, 241)","(496, 221)","[[-2.95821675]
 [ 0.06825621]
 [ 0.90851398]]","[[ 762.87872416]
 [-157.8040691 ]
 [1515.66576007]]"
232,1st,"(584, 175)","(717, 166)","(650, 170)","(629, 239)","(558, 168)","[[-3.00617271e+00]
 [ 1.87535746e-03]
 [ 8.26648664e-01]]","[[ 747.03367308]
 [-161.64149633]
 [1458.15983645]]"
233,2nd,"(575, 187)","(723, 180)","(649, 183)","(635, 262)","(645, 229)","[[-3.01512206]
 [ 0.03779244]
 [ 0.74366823]]","[[ 728.58381008]
 [-106.38184092]
 [1380.62694677]]"
234,3rd,"(580, 213)","(733, 219)","(656, 216)","(647, 316)","(669, 424)","[[-2.9833022 ]
 [ 0.01416872]
 [ 0.74045405]]","[[ 690.24689028]
 [   2.06919552]
 [1273.4479394 ]]"
235,3rd,"(586, 227)","(739, 232)","(662, 229)","(653, 334)","(775, 500)","[[-2.98696   ]
 [-0.01323834]
 [ 0.67989935]]","[[ 698.59620034]
 [  33.57634326]
 [1257.53402371]]"
236,4th,"(587, 243)","(741, 250)","(664, 246)","(655, 356)","(581, 592)","[[-2.9149516 ]
 [ 0.01790937]
 [ 0.81646771]]","[[ 699.3222459 ]
 [  77.16942814]
 [1272.47291153]]"
237,4th,"(584, 255)","(737, 264)","(660, 259)","(643, 374)","(525, 718)","[[-2.85237138]
 [ 0.08264906]
 [ 0.82308949]]","[[ 673.45696497]
 [ 105.23652765]
 [1271.49369481]]"
238,4th,"(577, 257)","(732, 265)","(654, 261)","(635, 374)","(228, 601)","[[-2.7469809 ]
 [ 0.08974297]
 [ 1.17710236]]","[[ 634.75404102]
 [ 114.02830152]
 [1278.51419473]]"
239,4th,"(575, 252)","(730, 260)","(652, 256)","(635, 369)","(490, 701)","[[-2.84261533]
 [ 0.02998434]
 [ 0.82429071]]","[[ 653.99992991]
 [  95.3133999 ]
 [1270.59517056]]"
240,4th,"(581, 247)","(736, 254)","(658, 250)","(642, 363)","(402, 636)","[[-2.83730386]
 [ 0.04711935]
 [ 0.93899791]]","[[ 658.29982429]
 [  89.82132576]
 [1262.6701913 ]]"
241,3rd,"(603, 239)","(750, 247)","(676, 243)","(654, 359)","(704, 641)","[[-2.94190267e+00]
 [-1.89837382e-03]
 [ 7.19534786e-01]]","[[ 682.4690556 ]
 [  77.7853649 ]
 [1235.81504626]]"
242,2nd,"(708, 153)","(858, 184)","(783, 168)","(787, 258)","(2128, 61)","[[-3.11234848]
 [-0.25045574]
 [ 0.19204263]]","[[1033.91357195]
 [-129.33793115]
 [1305.87456684]]"
243,2nd,"(699, 158)","(851, 188)","(775, 173)","(776, 258)","(1879, 92)","[[-3.10175567]
 [-0.25717182]
 [ 0.2444131 ]]","[[1031.38225167]
 [-129.46852149]
 [1336.19735045]]"
244,2nd,"(760, 175)","(891, 219)","(825, 197)","(850, 293)","(2710, 286)","[[-3.07937254]
 [-0.3555386 ]
 [-0.03201693]]","[[1164.43744286]
 [ -56.27482917]
 [1306.56893555]]"
245,2nd,"(612, 168)","(769, 161)","(690, 164)","(703, 259)","(1571, 193)","[[-3.06209179]
 [ 0.11478785]
 [ 0.38981377]]","[[ 800.82338468]
 [-113.9562875 ]
 [1241.16969957]]"
246,2nd,"(585, 172)","(738, 155)","(661, 163)","(672, 258)","(1237, 243)","[[-3.03515461]
 [ 0.18562663]
 [ 0.47093084]]","[[ 733.69718007]
 [-114.39242611]
 [1245.69760157]]"
247,4th,"(532, 178)","(671, 154)","(601, 166)","(597, 255)","(429, 315)","[[-2.94242046]
 [ 0.30189085]
 [ 0.82510892]]","[[ 591.70834477]
 [-118.07347562]
 [1302.56879982]]"
248,4th,"(510, 181)","(660, 148)","(585, 164)","(586, 256)","(386, 334)","[[-2.93616196]
 [ 0.32464943]
 [ 0.82369627]]","[[ 555.71334038]
 [-113.70133721]
 [1276.26812504]]"
249,4th,"(507, 185)","(651, 148)","(579, 166)","(579, 255)","(453, 286)","[[-2.98175857]
 [ 0.35607934]
 [ 0.74812388]]","[[ 552.51029487]
 [-117.94738404]
 [1292.41756793]]"
250,4th,"(494, 184)","(641, 145)","(567, 164)","(567, 257)","(324, 318)","[[-2.94858085]
 [ 0.33407365]
 [ 0.82119703]]","[[ 511.53925583]
 [-113.72575599]
 [1268.52764318]]"
251,4th,"(492, 185)","(633, 146)","(562, 165)","(558, 257)","(234, 343)","[[-2.90731589]
 [ 0.36596691]
 [ 0.92407933]]","[[ 500.49390959]
 [-112.79475663]
 [1297.92551983]]"
252,4th,"(483, 183)","(615, 142)","(549, 162)","(541, 254)","(231, 332)","[[-2.92034037]
 [ 0.36419117]
 [ 0.86325251]]","[[ 466.69591602]
 [-123.06171813]
 [1299.82215568]]"
253,4th,"(462, 183)","(591, 137)","(526, 160)","(519, 248)","(205, 316)","[[-2.9365131 ]
 [ 0.3974155 ]
 [ 0.80547097]]","[[ 419.24239862]
 [-132.44439395]
 [1284.34083951]]"
254,4th,"(421, 179)","(565, 132)","(493, 155)","(502, 248)","(303, 396)","[[-2.91875076]
 [ 0.41763722]
 [ 0.63235221]]","[[ 381.71704046]
 [-131.15481239]
 [1262.66190755]]"
255,4th,"(427, 181)","(574, 136)","(500, 158)","(511, 253)","(321, 428)","[[-2.91047005]
 [ 0.42844328]
 [ 0.64160192]]","[[ 396.79148614]
 [-121.25109474]
 [1251.36455072]]"
256,4th,"(431, 182)","(578, 139)","(504, 160)","(511, 258)","(186, 443)","[[-2.88497043]
 [ 0.38597395]
 [ 0.76289175]]","[[ 388.85736727]
 [-110.13157752]
 [1252.59499755]]"
257,4th,"(458, 190)","(594, 144)","(526, 167)","(527, 263)","(316, 449)","[[-2.91064904]
 [ 0.35588694]
 [ 0.68052922]]","[[ 422.17151471]
 [-102.154527  ]
 [1244.43182664]]"
258,4th,"(435, 197)","(561, 151)","(498, 174)","(488, 271)","(367, 294)","[[-0.40834748]
 [-3.29499088]
 [ 0.02739868]]","[[ -387.90667966]
 [  105.77988447]
 [-1426.09722858]]"
259,4th,"(423, 196)","(559, 147)","(491, 171)","(489, 269)","(15, 464)","[[-2.83979124]
 [ 0.35601064]
 [ 0.91455403]]","[[ 342.80372564]
 [ -91.50689504]
 [1255.19605567]]"
260,4th,"(435, 196)","(572, 147)","(503, 171)","(502, 266)","(67, 453)","[[-2.81876154]
 [ 0.36136111]
 [ 0.94926094]]","[[ 378.48018901]
 [ -98.50554453]
 [1292.72636996]]"
261,4th,"(434, 194)","(572, 146)","(503, 170)","(502, 264)","(63, 432)","[[-2.83723635]
 [ 0.33705124]
 [ 0.93837451]]","[[ 375.86795614]
 [-102.21528176]
 [1286.80351256]]"
262,4th,"(435, 194)","(573, 146)","(504, 170)","(502, 265)","(54, 429)","[[-2.83929485]
 [ 0.36005907]
 [ 0.95228093]]","[[ 374.59367895]
 [-100.45839795]
 [1284.36876141]]"
263,4th,"(435, 193)","(572, 146)","(503, 169)","(502, 266)","(49, 459)","[[-2.81784352]
 [ 0.34815239]
 [ 0.94947192]]","[[ 371.10956137]
 [ -96.96775921]
 [1276.77609616]]"
264,4th,"(435, 193)","(573, 146)","(504, 169)","(502, 265)","(20, 447)","[[-2.81398001]
 [ 0.34577978]
 [ 0.99126867]]","[[ 368.50320738]
 [ -97.66333933]
 [1268.4050482 ]]"
265,4th,"(439, 192)","(578, 145)","(508, 168)","(500, 264)","(38, 444)","[[-2.81181606]
 [ 0.34809079]
 [ 0.9864916 ]]","[[ 372.21597678]
 [ -99.73340204]
 [1286.89778047]]"
266,4th,"(439, 194)","(581, 145)","(510, 169)","(504, 265)","(46, 448)","[[-2.82358345]
 [ 0.3466923 ]
 [ 0.96270189]]","[[ 376.61865323]
 [ -97.42369335]
 [1273.23473012]]"
267,4th,"(442, 194)","(581, 143)","(511, 168)","(505, 264)","(20, 439)","[[-2.78653763]
 [ 0.35465324]
 [ 1.05243993]]","[[ 375.3592577 ]
 [-102.13202484]
 [1294.54506188]]"
268,3rd,"(851, 85)","(1006, 95)","(928, 90)","(939, 186)","(3725, -309)","[[-3.0652506 ]
 [-0.04460911]
 [ 0.26677552]]","[[1241.62728   ]
 [-256.34665113]
 [1178.53806128]]"
