,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
40,4th,"(588, 390)","(709, 398)","(648, 394)","(641, 470)","(590, 612)","[[ 3.0253942 ]
 [-0.02713904]
 [-0.85883303]]","[[ 933.64641675]
 [ 432.50291225]
 [1768.5071886 ]]"
41,4th,"(589, 391)","(712, 398)","(650, 394)","(640, 470)","(564, 615)","[[ 3.0227645 ]
 [-0.01182248]
 [-0.9051524 ]]","[[ 916.75720515]
 [ 426.3186884 ]
 [1745.19322531]]"
42,4th,"(589, 394)","(714, 400)","(651, 397)","(641, 473)","(590, 634)","[[ 3.04400625]
 [-0.00752951]
 [-0.86209663]]","[[ 917.13706377]
 [ 433.43227159]
 [1735.93355525]]"
43,4th,"(587, 391)","(709, 398)","(648, 394)","(638, 470)","(586, 629)","[[ 3.05158277]
 [-0.01821879]
 [-0.86640266]]","[[ 927.73595513]
 [ 432.43227927]
 [1768.15186302]]"
44,4th,"(588, 392)","(708, 399)","(648, 395)","(640, 471)","(621, 652)","[[ 3.09409996]
 [-0.01462003]
 [-0.81210094]]","[[ 943.10269145]
 [ 439.32753338]
 [1783.95131081]]"
45,4th,"(591, 392)","(707, 399)","(649, 395)","(638, 471)","(599, 642)","[[ 3.07135129]
 [-0.02594706]
 [-0.84461516]]","[[ 930.91032355]
 [ 436.70800815]
 [1774.97391784]]"
46,4th,"(592, 393)","(712, 398)","(652, 395)","(638, 471)","(578, 641)","[[ 3.06120569]
 [-0.06811747]
 [-0.88807279]]","[[ 934.45027495]
 [ 438.63468108]
 [1783.94839279]]"
47,4th,"(587, 394)","(706, 399)","(646, 396)","(638, 472)","(621, 658)","[[ 3.09683925]
 [-0.0425149 ]
 [-0.80668181]]","[[ 938.37592557]
 [ 442.76750093]
 [1785.14414913]]"
48,4th,"(592, 397)","(704, 403)","(648, 400)","(638, 475)","(603, 638)","[[ 3.05920823]
 [-0.02103223]
 [-0.83020385]]","[[ 936.92261014]
 [ 452.29388433]
 [1788.48502745]]"
49,4th,"(591, 399)","(710, 403)","(650, 401)","(637, 479)","(621, 684)","[[ 3.10499224]
 [-0.05357857]
 [-0.80365765]]","[[ 921.18548387]
 [ 454.0983561 ]
 [1756.52530757]]"
50,4th,"(584, 402)","(703, 407)","(643, 404)","(637, 484)","(630, 695)","[[ 3.10316074]
 [-0.05569358]
 [-0.78541512]]","[[ 914.65663298]
 [ 463.83062221]
 [1743.92901571]]"
51,4th,"(588, 404)","(707, 407)","(647, 405)","(634, 484)","(607, 688)","[[ 3.09552252]
 [-0.05684764]
 [-0.82039524]]","[[ 916.18574303]
 [ 470.31353691]
 [1763.02000565]]"
52,4th,"(590, 406)","(706, 411)","(648, 408)","(632, 490)","(597, 711)","[[ 3.10952047]
 [-0.05675303]
 [-0.83687518]]","[[ 901.51321607]
 [ 477.89369893]
 [1744.1113572 ]]"
53,4th,"(592, 407)","(700, 412)","(646, 409)","(632, 493)","(611, 715)","[[ 3.11321531]
 [-0.03437043]
 [-0.80543796]]","[[ 899.15563568]
 [ 483.15336303]
 [1740.52751738]]"
54,3rd,"(589, 407)","(706, 412)","(647, 409)","(633, 495)","(633, 733)","[[-2.97244654]
 [ 0.06268755]
 [ 0.73478923]]","[[ 897.71496829]
 [ 484.06901207]
 [1728.89039533]]"
55,4th,"(593, 411)","(709, 415)","(651, 413)","(633, 497)","(618, 733)","[[ 3.1188749 ]
 [-0.06086503]
 [-0.80053774]]","[[ 899.77734925]
 [ 492.07203228]
 [1731.15683536]]"
56,3rd,"(593, 407)","(706, 411)","(649, 409)","(633, 494)","(639, 741)","[[ 3.13798556]
 [-0.08092925]
 [-0.76555398]]","[[ 901.25964254]
 [ 484.195568  ]
 [1733.73602265]]"
57,4th,"(588, 407)","(706, 411)","(647, 409)","(632, 494)","(628, 733)","[[ 3.12535012]
 [-0.07594032]
 [-0.77842929]]","[[ 897.26622083]
 [ 484.97159427]
 [1732.9941513 ]]"
58,3rd,"(593, 407)","(703, 411)","(648, 409)","(634, 494)","(634, 747)","[[ 3.14770913]
 [-0.06241689]
 [-0.77933394]]","[[ 902.3032869 ]
 [ 484.61561563]
 [1731.36642574]]"
59,4th,"(590, 407)","(702, 412)","(646, 409)","(632, 493)","(608, 719)","[[ 3.11942252]
 [-0.06356455]
 [-0.81686597]]","[[ 908.36600713]
 [ 487.61639714]
 [1756.13051546]]"
60,3rd,"(589, 408)","(702, 411)","(645, 409)","(632, 492)","(642, 735)","[[ 3.1450643 ]
 [-0.06573696]
 [-0.75477925]]","[[ 909.14373734]
 [ 487.40060977]
 [1754.1967422 ]]"
61,3rd,"(586, 408)","(705, 411)","(645, 409)","(633, 492)","(637, 733)","[[ 3.13726303]
 [-0.08357757]
 [-0.76867117]]","[[ 909.12802123]
 [ 485.36713023]
 [1750.11129771]]"
62,3rd,"(75, 237)","(110, 227)","(92, 232)","(100, 256)","(104, 289)","[[-2.69226262]
 [ 0.30875811]
 [-0.427923  ]]","[[-1938.81445514]
 [ -524.3566327 ]
 [ 5691.15230899]]"
63,4th,"(586, 407)","(700, 412)","(643, 409)","(632, 493)","(619, 734)","[[ 3.13574595]
 [-0.04213103]
 [-0.79455345]]","[[ 893.95717282]
 [ 480.81641262]
 [1730.0388529 ]]"
64,4th,"(596, 407)","(703, 410)","(649, 408)","(631, 492)","(575, 698)","[[ 3.08836314]
 [-0.06666478]
 [-0.87362005]]","[[ 906.17856387]
 [ 486.84044944]
 [1763.49117721]]"
65,4th,"(576, 408)","(687, 406)","(631, 407)","(627, 489)","(597, 710)","[[ 3.09171518]
 [-0.12186327]
 [-0.80953951]]","[[ 876.03937387]
 [ 470.29371398]
 [1724.46006989]]"
66,4th,"(555, 409)","(685, 405)","(620, 407)","(626, 490)","(584, 710)","[[ 3.08870241]
 [-0.14706319]
 [-0.83209923]]","[[ 878.98909772]
 [ 476.28194045]
 [1739.38702978]]"
67,4th,"(575, 409)","(686, 408)","(630, 408)","(623, 491)","(545, 678)","[[ 3.04342269]
 [-0.12280545]
 [-0.89285193]]","[[ 879.54064495]
 [ 484.06827303]
 [1758.77953631]]"
68,4th,"(590, 406)","(695, 406)","(642, 406)","(625, 492)","(594, 715)","[[ 3.10036518]
 [-0.08431359]
 [-0.80545244]]","[[ 867.01950379]
 [ 473.03388299]
 [1719.61537486]]"
69,4th,"(556, 407)","(687, 401)","(621, 404)","(628, 489)","(614, 703)","[[ 3.07889137]
 [-0.12548018]
 [-0.77299862]]","[[ 871.50106509]
 [ 466.44486309]
 [1711.91959058]]"
70,4th,"(583, 414)","(698, 418)","(640, 416)","(632, 505)","(612, 735)","[[ 3.10092946]
 [-0.07746476]
 [-0.79998063]]","[[ 897.29078929]
 [ 514.30519457]
 [1738.60027025]]"
71,3rd,"(587, 418)","(698, 419)","(642, 418)","(633, 505)","(653, 768)","[[ 3.13019301]
 [-0.06944861]
 [-0.73723971]]","[[ 881.54934515]
 [ 502.42450087]
 [1694.32459323]]"
72,4th,"(583, 417)","(697, 421)","(640, 419)","(631, 505)","(594, 717)","[[ 3.07156282]
 [-0.05649824]
 [-0.82648307]]","[[ 890.18959681]
 [ 512.50458498]
 [1728.37793692]]"
73,4th,"(583, 417)","(696, 421)","(639, 419)","(631, 507)","(593, 741)","[[ 3.09578344]
 [-0.08920072]
 [-0.83376583]]","[[ 890.7153696 ]
 [ 518.28804117]
 [1731.6132107 ]]"
74,4th,"(585, 417)","(696, 419)","(640, 418)","(632, 505)","(601, 728)","[[ 3.08275952]
 [-0.0865161 ]
 [-0.82072933]]","[[ 898.24534603]
 [ 517.0853234 ]
 [1737.4088136 ]]"
75,4th,"(595, 418)","(698, 418)","(646, 418)","(632, 507)","(619, 743)","[[ 3.10373763]
 [-0.08502546]
 [-0.78973498]]","[[ 895.72848338]
 [ 518.32841209]
 [1733.55111204]]"
76,4th,"(595, 418)","(698, 419)","(646, 418)","(632, 508)","(614, 755)","[[ 3.10773491]
 [-0.08274145]
 [-0.80042245]]","[[ 883.68554928]
 [ 513.0693362 ]
 [1708.17027749]]"
77,4th,"(573, 415)","(699, 418)","(636, 416)","(632, 506)","(607, 752)","[[ 3.10476094]
 [-0.0845099 ]
 [-0.81137906]]","[[ 877.51094123]
 [ 504.48105369]
 [1699.13585117]]"
78,4th,"(596, 418)","(698, 419)","(647, 418)","(633, 506)","(600, 728)","[[ 3.08664604]
 [-0.06829629]
 [-0.82475442]]","[[ 896.85918227]
 [ 514.94109017]
 [1734.16155098]]"
79,4th,"(598, 416)","(698, 419)","(648, 417)","(633, 506)","(603, 727)","[[ 3.08305388]
 [-0.06382812]
 [-0.81712643]]","[[ 895.04247152]
 [ 514.74532587]
 [1729.66290056]]"
80,3rd,"(595, 417)","(698, 418)","(646, 417)","(635, 506)","(645, 756)","[[ 3.11500692]
 [-0.07614104]
 [-0.75295574]]","[[ 889.74661798]
 [ 507.68649083]
 [1705.13867418]]"
81,4th,"(596, 418)","(699, 418)","(647, 418)","(632, 508)","(606, 753)","[[-2.96385786]
 [ 0.07906059]
 [ 0.77955591]]","[[ 890.26245771]
 [ 515.41801035]
 [1721.05631765]]"
82,4th,"(597, 417)","(698, 418)","(647, 417)","(633, 507)","(621, 754)","[[ 3.11202756]
 [-0.07055945]
 [-0.79120192]]","[[ 885.30011397]
 [ 508.79318291]
 [1706.37183822]]"
83,3rd,"(598, 417)","(699, 419)","(648, 418)","(633, 508)","(640, 767)","[[ 3.12799721]
 [-0.07490731]
 [-0.75878646]]","[[ 887.84591254]
 [ 513.43547183]
 [1710.55339498]]"
84,4th,"(595, 417)","(698, 418)","(646, 417)","(632, 507)","(630, 743)","[[ 3.10929889]
 [-0.05842572]
 [-0.76956028]]","[[ 897.42707122]
 [ 518.30315431]
 [1734.08476951]]"
85,4th,"(595, 418)","(697, 417)","(646, 417)","(633, 506)","(629, 771)","[[ 3.12495198]
 [-0.08101746]
 [-0.77836032]]","[[ 873.23240079]
 [ 499.69108618]
 [1682.41704279]]"
86,3rd,"(598, 417)","(699, 420)","(648, 418)","(633, 507)","(635, 762)","[[-2.98541201]
 [ 0.07226327]
 [ 0.73420484]]","[[ 876.94301801]
 [ 503.04061116]
 [1688.19080257]]"
87,4th,"(596, 417)","(699, 417)","(647, 417)","(632, 507)","(607, 759)","[[ 3.11542002]
 [-0.07360521]
 [-0.81332212]]","[[ 879.37057677]
 [ 507.92740671]
 [1703.48993348]]"
88,3rd,"(596, 418)","(696, 416)","(646, 417)","(634, 506)","(659, 753)","[[ 3.12361846]
 [-0.06611948]
 [-0.7257916 ]]","[[ 899.51292616]
 [ 513.00238415]
 [1726.13052966]]"
89,3rd,"(596, 417)","(698, 418)","(647, 417)","(634, 506)","(652, 769)","[[ 3.12924817]
 [-0.07712635]
 [-0.7420272 ]]","[[ 885.0851056 ]
 [ 505.94155041]
 [1697.62021829]]"
90,3rd,"(595, 419)","(700, 418)","(647, 418)","(633, 507)","(633, 761)","[[-2.97733554]
 [ 0.07199946]
 [ 0.73535645]]","[[ 887.08853362]
 [ 510.68516092]
 [1708.45611323]]"
91,4th,"(594, 418)","(698, 418)","(646, 418)","(633, 507)","(619, 759)","[[-2.97818614]
 [ 0.08856203]
 [ 0.76134902]]","[[ 874.37631581]
 [ 500.66960131]
 [1685.06772628]]"
92,4th,"(594, 419)","(698, 419)","(646, 419)","(633, 508)","(622, 760)","[[ 3.11156371]
 [-0.08515427]
 [-0.79003144]]","[[ 881.95314212]
 [ 509.89831443]
 [1699.78137184]]"
93,3rd,"(591, 418)","(697, 418)","(644, 418)","(633, 507)","(642, 765)","[[-2.98882839]
 [ 0.07868668]
 [ 0.7243458 ]]","[[ 874.98491997]
 [ 500.87318168]
 [1682.45765148]]"
94,4th,"(581, 412)","(696, 414)","(638, 413)","(630, 497)","(579, 729)","[[ 3.10174231]
 [-0.09365778]
 [-0.8625535 ]]","[[ 884.84565254]
 [ 488.61887631]
 [1723.19224956]]"
95,4th,"(581, 373)","(695, 374)","(638, 373)","(631, 458)","(576, 688)","[[ 3.13703814]
 [-0.12405635]
 [-0.8777615 ]]","[[ 867.83775835]
 [ 372.86366992]
 [1690.6044163 ]]"
96,4th,"(586, 353)","(698, 351)","(642, 352)","(632, 438)","(550, 674)","[[-2.84795267]
 [ 0.10835483]
 [ 0.84784643]]","[[ 862.27293512]
 [ 315.60620095]
 [1681.13399262]]"
97,4th,"(585, 347)","(704, 348)","(644, 347)","(636, 437)","(546, 673)","[[-2.84337886]
 [ 0.11984993]
 [ 0.86806066]]","[[ 866.65374757]
 [ 310.42233893]
 [1669.58887617]]"
98,4th,"(587, 337)","(703, 337)","(645, 337)","(636, 425)","(526, 644)","[[-2.83328426]
 [ 0.12146665]
 [ 0.90357884]]","[[ 862.6444732 ]
 [ 277.19729447]
 [1665.45963572]]"
99,3rd,"(438, 244)","(479, 240)","(458, 242)","(463, 266)","(470, 280)","[[-2.96839119]
 [ 0.14690447]
 [ 0.29357721]]","[[1236.08096499]
 [-378.00312715]
 [5122.66055295]]"
100,4th,"(566, 203)","(682, 201)","(624, 202)","(606, 299)","(395, 550)","[[-2.57571758]
 [ 0.11181267]
 [ 0.94800483]]","[[ 721.17617721]
 [ -57.50667797]
 [1559.22402207]]"
101,4th,"(560, 218)","(679, 216)","(619, 217)","(601, 314)","(350, 589)","[[-2.54365429]
 [ 0.12672114]
 [ 1.00159131]]","[[ 686.82493404]
 [ -20.10946274]
 [1517.26283129]]"
102,3rd,"(429, 197)","(473, 194)","(451, 195)","(455, 220)","(471, 240)","[[-2.85777803]
 [ 0.12091392]
 [ 0.18364042]]","[[1167.98673605]
 [-754.22696482]
 [5102.00553389]]"
103,4th,"(563, 217)","(655, 225)","(609, 221)","(604, 323)","(417, 609)","[[-2.63295715]
 [ 0.15161845]
 [ 0.88873255]]","[[ 6.94456524e+02]
 [-1.14972274e+00]
 [ 1.50480088e+03]]"
104,4th,"(533, 222)","(665, 232)","(599, 227)","(602, 329)","(415, 650)","[[-2.60164391]
 [ 0.15838221]
 [ 0.87190352]]","[[ 682.10216931]
 [  16.71487409]
 [1497.33565771]]"
105,4th,"(551, 233)","(669, 232)","(610, 232)","(599, 328)","(349, 576)","[[-2.56546581]
 [ 0.15935135]
 [ 1.04564347]]","[[ 707.34933778]
 [  16.43767448]
 [1581.81010783]]"
106,4th,"(552, 233)","(672, 229)","(612, 231)","(602, 329)","(414, 587)","[[-2.65513293]
 [ 0.13328133]
 [ 0.90163641]]","[[ 706.35041716]
 [  15.19383214]
 [1550.92938206]]"
107,4th,"(544, 223)","(666, 227)","(605, 225)","(601, 327)","(371, 604)","[[-2.6033322 ]
 [ 0.16947452]
 [ 0.96171253]]","[[ 681.17004274]
 [   6.77579761]
 [1513.32070935]]"
108,4th,"(550, 230)","(672, 225)","(611, 227)","(601, 327)","(413, 581)","[[-2.6454648 ]
 [ 0.14841456]
 [ 0.91178848]]","[[ 712.90842842]
 [   9.69366071]
 [1567.29069266]]"
109,4th,"(547, 228)","(670, 226)","(608, 227)","(600, 329)","(397, 608)","[[-2.60785638]
 [ 0.14882076]
 [ 0.9169348 ]]","[[ 695.17175524]
 [  12.2072684 ]
 [1544.13725807]]"
110,4th,"(545, 231)","(668, 226)","(606, 228)","(599, 330)","(404, 600)","[[-2.63077257]
 [ 0.16466256]
 [ 0.91221489]]","[[ 698.80291486]
 [  16.77364773]
 [1553.93070729]]"
111,4th,"(547, 228)","(666, 228)","(606, 228)","(597, 329)","(365, 569)","[[-2.62881639]
 [ 0.15599209]
 [ 0.98662878]]","[[ 692.64366773]
 [  11.2130057 ]
 [1561.05003414]]"
112,4th,"(545, 226)","(667, 227)","(606, 226)","(596, 329)","(344, 586)","[[-2.60650839]
 [ 0.16227236]
 [ 1.0075926 ]]","[[ 673.86491135]
 [  11.53228587]
 [1523.03812252]]"
113,4th,"(538, 232)","(663, 227)","(600, 229)","(594, 331)","(377, 603)","[[-2.62031812]
 [ 0.17704866]
 [ 0.94378242]]","[[ 680.0780126 ]
 [  19.35087842]
 [1541.17493856]]"
114,4th,"(563, 233)","(641, 232)","(602, 232)","(593, 330)","(342, 607)","[[-2.5954642 ]
 [ 0.17760941]
 [ 0.99389422]]","[[ 660.92436185]
 [  17.39452087]
 [1508.80426754]]"
115,4th,"(538, 223)","(656, 228)","(597, 225)","(593, 330)","(357, 636)","[[-2.5832844 ]
 [ 0.18695635]
 [ 0.94975586]]","[[ 652.45546186]
 [  12.13589362]
 [1484.41603966]]"
116,4th,"(542, 233)","(662, 229)","(602, 231)","(592, 332)","(369, 608)","[[-2.60236879]
 [ 0.17730383]
 [ 0.95520845]]","[[ 676.58530363]
 [  19.41934361]
 [1540.25052318]]"
117,4th,"(539, 228)","(658, 228)","(598, 228)","(591, 332)","(324, 586)","[[-2.59846157]
 [ 0.18180958]
 [ 1.03075688]]","[[ 657.72628079]
 [  14.76243676]
 [1523.75900907]]"
118,4th,"(542, 225)","(640, 227)","(591, 226)","(590, 331)","(325, 615)","[[-2.59093594]
 [ 0.19391181]
 [ 1.00129617]]","[[ 641.06507145]
 [  15.164542  ]
 [1489.46741396]]"
119,4th,"(545, 234)","(651, 233)","(598, 233)","(589, 333)","(350, 619)","[[-2.60086828]
 [ 0.18462377]
 [ 0.96439356]]","[[ 653.37409343]
 [  20.23966116]
 [1509.17412402]]"
120,4th,"(531, 239)","(657, 235)","(594, 237)","(590, 334)","(404, 601)","[[-2.65158618]
 [ 0.17978106]
 [ 0.89492162]]","[[ 686.44642416]
 [  26.0107406 ]
 [1565.88931875]]"
121,4th,"(535, 240)","(656, 234)","(595, 237)","(589, 334)","(372, 595)","[[-2.62016596]
 [ 0.19305048]
 [ 0.96194058]]","[[ 684.56569892]
 [  27.08817661]
 [1571.88726658]]"
122,4th,"(541, 233)","(651, 231)","(596, 232)","(589, 333)","(527, 398)","[[ 0.05808421]
 [-2.93594758]
 [ 0.53867967]]","[[ -764.92171701]
 [   -7.87199247]
 [-1728.65365126]]"
123,4th,"(532, 241)","(657, 236)","(594, 238)","(590, 336)","(368, 599)","[[-2.62714909]
 [ 0.16518451]
 [ 0.95474299]]","[[ 676.67880431]
 [  31.9152808 ]
 [1554.15105084]]"
124,4th,"(539, 237)","(651, 232)","(595, 234)","(590, 334)","(372, 600)","[[-2.63211742]
 [ 0.18450146]
 [ 0.94412622]]","[[ 672.58026235]
 [  24.21287562]
 [1547.03170836]]"
125,4th,"(537, 240)","(655, 235)","(596, 237)","(589, 336)","(364, 612)","[[-2.5882097 ]
 [ 0.18789091]
 [ 0.96819862]]","[[ 679.28541041]
 [  32.77812875]
 [1566.7444009 ]]"
126,4th,"(541, 233)","(650, 232)","(595, 232)","(589, 334)","(333, 597)","[[-2.60929816]
 [ 0.18568972]
 [ 1.00633927]]","[[ 654.87652215]
 [  21.04963976]
 [1519.35805477]]"
127,4th,"(536, 238)","(652, 233)","(594, 235)","(590, 335)","(356, 615)","[[-2.60764432]
 [ 0.19597225]
 [ 0.96746346]]","[[ 663.04738215]
 [  28.90430329]
 [1528.6799093 ]]"
128,4th,"(534, 239)","(656, 233)","(595, 236)","(590, 336)","(387, 645)","[[-2.6026832 ]
 [ 0.20112901]
 [ 0.90533232]]","[[ 664.41859   ]
 [  31.10339525]
 [1520.92754602]]"
129,4th,"(535, 241)","(656, 236)","(595, 238)","(590, 337)","(396, 634)","[[-2.62161312]
 [ 0.18673288]
 [ 0.89503191]]","[[ 672.57238156]
 [  34.08249833]
 [1535.00417816]]"
130,4th,"(536, 240)","(656, 234)","(596, 237)","(590, 336)","(405, 629)","[[-2.6286772 ]
 [ 0.18916961]
 [ 0.88274504]]","[[ 676.31453397]
 [  31.02593639]
 [1544.35508653]]"
131,4th,"(540, 236)","(651, 233)","(595, 234)","(589, 336)","(337, 601)","[[-2.62174907]
 [ 0.19007661]
 [ 0.9974816 ]]","[[ 654.10404577]
 [  26.88672815]
 [1514.82633272]]"
132,4th,"(538, 240)","(654, 234)","(596, 237)","(590, 337)","(382, 602)","[[-2.63245446]
 [ 0.18726056]
 [ 0.93346659]]","[[ 680.22601816]
 [  29.76268935]
 [1563.54198876]]"
133,4th,"(536, 240)","(655, 234)","(595, 237)","(591, 337)","(401, 632)","[[-2.62791395]
 [ 0.19736629]
 [ 0.89194572]]","[[ 675.14935092]
 [  33.34685355]
 [1537.43054608]]"
134,4th,"(537, 240)","(658, 234)","(597, 237)","(591, 337)","(364, 616)","[[-2.58529848]
 [ 0.18171629]
 [ 0.96843331]]","[[ 678.81418549]
 [  34.51835757]
 [1559.22217892]]"
135,4th,"(535, 239)","(661, 233)","(598, 236)","(591, 336)","(434, 638)","[[-2.64588429]
 [ 0.17924102]
 [ 0.82855762]]","[[ 679.47503444]
 [  31.39301521]
 [1543.76875296]]"
136,4th,"(550, 229)","(666, 229)","(608, 229)","(595, 332)","(357, 584)","[[-2.62428806]
 [ 0.17650258]
 [ 0.98754032]]","[[ 678.69784668]
 [  15.65148201]
 [1540.27815914]]"
137,4th,"(569, 226)","(690, 223)","(629, 224)","(619, 323)","(474, 592)","[[-2.65011738]
 [ 0.14622779]
 [ 0.85900266]]","[[ 758.05324863]
 [   1.99256143]
 [1561.47275895]]"
138,4th,"(575, 221)","(698, 220)","(636, 220)","(626, 320)","(490, 589)","[[-2.6456741 ]
 [ 0.12487666]
 [ 0.84711622]]","[[ 774.44639727]
 [  -5.71866408]
 [1560.96020801]]"
139,4th,"(580, 219)","(700, 219)","(640, 219)","(630, 319)","(545, 567)","[[-2.6959645 ]
 [ 0.11940298]
 [ 0.78541069]]","[[ 807.30742873]
 [  -8.03122984]
 [1595.97604671]]"
140,4th,"(576, 217)","(701, 219)","(638, 218)","(631, 318)","(537, 558)","[[-2.6998239 ]
 [ 0.11163024]
 [ 0.80132234]]","[[ 807.06411926]
 [  -9.99451274]
 [1592.64569781]]"
141,4th,"(582, 218)","(704, 217)","(643, 217)","(629, 316)","(492, 541)","[[-2.68410972]
 [ 0.10833952]
 [ 0.87235356]]","[[ 800.63110181]
 [ -14.0351023 ]
 [1598.64525222]]"
142,4th,"(585, 213)","(699, 213)","(642, 213)","(628, 310)","(473, 534)","[[-2.67912201]
 [ 0.10395291]
 [ 0.89071515]]","[[ 782.46777091]
 [ -27.75637084]
 [1572.96264094]]"
