,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
144,4th,"(590, 199)","(696, 193)","(643, 196)","(636, 285)","(349, 412)","[[-2.58416943]
 [ 0.20886914]
 [ 1.32282463]]","[[ 849.11312474]
 [ -82.27602578]
 [1724.02146156]]"
145,4th,"(584, 202)","(693, 193)","(638, 197)","(636, 284)","(333, 405)","[[-2.57396422]
 [ 0.20028527]
 [ 1.36821316]]","[[ 838.77087642]
 [ -81.31172094]
 [1711.48087799]]"
146,4th,"(579, 201)","(692, 193)","(635, 197)","(634, 284)","(300, 403)","[[-2.53673237]
 [ 0.18957237]
 [ 1.44231263]]","[[ 809.04713875]
 [ -77.6638314 ]
 [1674.99867691]]"
147,4th,"(577, 202)","(688, 193)","(632, 197)","(632, 284)","(319, 400)","[[-2.57082511]
 [ 0.19079472]
 [ 1.38828787]]","[[ 822.58449236]
 [ -82.86600755]
 [1701.70568469]]"
148,4th,"(576, 202)","(687, 193)","(631, 197)","(630, 284)","(346, 409)","[[-2.58099986]
 [ 0.19428878]
 [ 1.31384387]]","[[ 841.49431015]
 [ -87.81002518]
 [1737.52008169]]"
149,4th,"(575, 199)","(688, 191)","(631, 195)","(630, 283)","(339, 411)","[[-2.56189464]
 [ 0.19926041]
 [ 1.33358782]]","[[ 836.9707549 ]
 [ -91.27549765]
 [1731.80181444]]"
150,4th,"(576, 201)","(687, 192)","(631, 196)","(629, 283)","(350, 411)","[[-2.58896431]
 [ 0.19951486]
 [ 1.29581061]]","[[ 838.92817601]
 [ -89.31720786]
 [1733.69371703]]"
151,4th,"(574, 203)","(686, 193)","(630, 198)","(629, 284)","(351, 416)","[[-2.57493502]
 [ 0.20660099]
 [ 1.29776566]]","[[ 842.98254271]
 [ -88.89782135]
 [1746.33196022]]"
152,4th,"(574, 201)","(685, 192)","(629, 196)","(627, 284)","(333, 409)","[[-2.56916316]
 [ 0.20995865]
 [ 1.34503503]]","[[ 829.09881515]
 [ -86.94749893]
 [1730.95768132]]"
153,4th,"(573, 202)","(685, 192)","(629, 197)","(628, 284)","(298, 404)","[[-2.52838594]
 [ 0.20104698]
 [ 1.44725997]]","[[ 805.78978814]
 [ -80.89730415]
 [1696.35284362]]"
154,4th,"(574, 202)","(684, 192)","(629, 197)","(628, 287)","(273, 408)","[[-2.50503134]
 [ 0.20757773]
 [ 1.49804781]]","[[ 777.44721181]
 [ -71.65974225]
 [1647.2995613 ]]"
155,4th,"(573, 202)","(683, 192)","(628, 197)","(626, 289)","(267, 417)","[[-2.48454275]
 [ 0.22180882]
 [ 1.50940188]]","[[ 767.55322494]
 [ -68.26087257]
 [1635.66550781]]"
156,4th,"(573, 201)","(683, 191)","(628, 196)","(626, 289)","(287, 428)","[[-2.50525544]
 [ 0.24338993]
 [ 1.4444853 ]]","[[ 780.92836474]
 [ -70.2803108 ]
 [1651.7747977 ]]"
157,4th,"(572, 202)","(683, 192)","(627, 197)","(627, 288)","(315, 424)","[[-2.53444857]
 [ 0.23572444]
 [ 1.3822398 ]]","[[ 808.01064585]
 [ -78.1483167 ]
 [1695.69261882]]"
158,4th,"(571, 201)","(682, 191)","(626, 196)","(626, 288)","(320, 428)","[[-2.56094689]
 [ 0.23309817]
 [ 1.33690469]]","[[ 798.03464861]
 [ -76.42893784]
 [1677.42462238]]"
159,4th,"(571, 203)","(681, 192)","(626, 197)","(625, 289)","(319, 430)","[[-2.54722548]
 [ 0.23407161]
 [ 1.34759287]]","[[ 800.91084147]
 [ -76.8667223 ]
 [1684.97405851]]"
160,4th,"(571, 203)","(682, 192)","(626, 197)","(626, 288)","(324, 424)","[[-2.57693862]
 [ 0.23518965]
 [ 1.32844505]]","[[ 800.57569987]
 [ -76.32151001]
 [1682.23644461]]"
161,4th,"(571, 202)","(681, 192)","(626, 197)","(625, 288)","(304, 421)","[[-2.54006501]
 [ 0.22707303]
 [ 1.39152374]]","[[ 792.09718403]
 [ -77.24757752]
 [1676.37162722]]"
162,4th,"(573, 199)","(686, 191)","(629, 195)","(625, 289)","(307, 429)","[[-2.52971329]
 [ 0.23615664]
 [ 1.38186921]]","[[ 793.1238825 ]
 [ -75.59217754]
 [1677.17960454]]"
163,4th,"(586, 202)","(688, 191)","(637, 196)","(625, 288)","(304, 422)","[[-2.54945299]
 [ 0.22793723]
 [ 1.37968679]]","[[ 788.85914926]
 [ -76.13936358]
 [1663.85921128]]"
164,4th,"(581, 200)","(689, 190)","(635, 195)","(627, 289)","(314, 431)","[[-2.53401962]
 [ 0.24653667]
 [ 1.37511842]]","[[ 803.19459685]
 [ -74.15264971]
 [1682.5507351 ]]"
165,4th,"(585, 200)","(692, 190)","(638, 195)","(628, 289)","(296, 419)","[[-2.52443231]
 [ 0.22324035]
 [ 1.42924536]]","[[ 793.86876214]
 [ -74.18591128]
 [1665.78366421]]"
166,4th,"(588, 199)","(693, 191)","(640, 195)","(629, 289)","(293, 423)","[[-2.5151676 ]
 [ 0.23249091]
 [ 1.43934286]]","[[ 790.05468587]
 [ -72.28021952]
 [1656.37185265]]"
167,4th,"(586, 200)","(692, 190)","(639, 195)","(628, 289)","(302, 428)","[[-2.51530902]
 [ 0.23702474]
 [ 1.41423828]]","[[ 796.48629237]
 [ -73.59922889]
 [1667.38032711]]"
168,4th,"(583, 200)","(689, 190)","(636, 195)","(628, 289)","(311, 432)","[[-2.52592108]
 [ 0.23810566]
 [ 1.3825725 ]]","[[ 800.11668865]
 [ -73.7629665 ]
 [1676.040513  ]]"
169,4th,"(584, 200)","(690, 191)","(637, 195)","(629, 289)","(318, 431)","[[-2.53864354]
 [ 0.24543127]
 [ 1.36657134]]","[[ 806.10945135]
 [ -74.16624276]
 [1681.54281262]]"
170,4th,"(586, 200)","(689, 191)","(637, 195)","(628, 288)","(304, 423)","[[-2.53099315]
 [ 0.23459356]
 [ 1.4032219 ]]","[[ 796.55476439]
 [ -76.06718516]
 [1670.52044561]]"
171,4th,"(586, 199)","(690, 191)","(638, 195)","(627, 288)","(311, 424)","[[-2.54254025]
 [ 0.22913441]
 [ 1.37797749]]","[[ 800.32977272]
 [ -76.84056091]
 [1678.05389904]]"
172,4th,"(578, 197)","(689, 191)","(633, 194)","(628, 288)","(328, 432)","[[-2.55325015]
 [ 0.24362283]
 [ 1.33294622]]","[[ 809.98838343]
 [ -76.5640578 ]
 [1688.16292774]]"
173,4th,"(577, 197)","(688, 191)","(632, 194)","(629, 287)","(318, 422)","[[-2.54896754]
 [ 0.23659726]
 [ 1.37292761]]","[[ 809.45829254]
 [ -78.21407858]
 [1686.90450888]]"
174,4th,"(584, 199)","(689, 189)","(636, 194)","(628, 287)","(310, 431)","[[-2.52419618]
 [ 0.24572687]
 [ 1.38894238]]","[[ 800.67656339]
 [ -76.36979301]
 [1674.74058559]]"
175,4th,"(564, 199)","(657, 188)","(610, 193)","(595, 288)","(224, 394)","[[-2.44196778]
 [ 0.20918053]
 [ 1.61936857]]","[[ 710.38655047]
 [ -76.51027357]
 [1667.7922173 ]]"
176,4th,"(549, 203)","(645, 188)","(597, 195)","(577, 287)","(194, 369)","[[-2.43468646]
 [ 0.20174635]
 [ 1.72076879]]","[[ 668.50490521]
 [ -79.6653256 ]
 [1677.36128259]]"
177,4th,"(548, 204)","(634, 187)","(591, 195)","(565, 284)","(374, 297)","[[-0.27140765]
 [-3.58325784]
 [ 0.0152616 ]]","[[ -699.69898336]
 [  104.25991416]
 [-1784.03903838]]"
178,4th,"(544, 204)","(631, 189)","(587, 196)","(564, 281)","(374, 298)","[[-0.28813153]
 [-3.58072531]
 [ 0.02217277]]","[[ -702.81612905]
 [  106.35146939]
 [-1795.12005018]]"
179,4th,"(543, 204)","(630, 188)","(586, 196)","(566, 282)","(367, 299)","[[-0.28693546]
 [-3.61153176]
 [ 0.02273759]]","[[ -695.34812895]
 [  105.92377371]
 [-1775.00535315]]"
180,4th,"(542, 204)","(632, 189)","(587, 196)","(565, 280)","(372, 296)","[[-0.29533224]
 [-3.58932725]
 [ 0.00638672]]","[[ -697.50112307]
 [  109.03016081]
 [-1779.96264323]]"
181,4th,"(541, 204)","(631, 189)","(586, 196)","(564, 281)","(191, 357)","[[-2.43704646]
 [ 0.20573261]
 [ 1.7371526 ]]","[[ 657.12349145]
 [ -93.04150593]
 [1718.33473725]]"
182,4th,"(540, 203)","(629, 190)","(584, 196)","(564, 282)","(184, 366)","[[-2.40827733]
 [ 0.21476269]
 [ 1.75536004]]","[[ 645.0274163 ]
 [ -88.47765792]
 [1690.68672678]]"
183,4th,"(542, 204)","(630, 189)","(586, 196)","(565, 283)","(189, 365)","[[-2.40804637]
 [ 0.20180992]
 [ 1.74473825]]","[[ 653.00214162]
 [ -89.39929464]
 [1705.09761788]]"
184,4th,"(542, 202)","(632, 186)","(587, 194)","(567, 282)","(193, 360)","[[-2.42439972]
 [ 0.19068393]
 [ 1.73069436]]","[[ 660.95252385]
 [ -93.56678386]
 [1716.08613934]]"
185,3rd,"(599, 193)","(703, 177)","(651, 185)","(649, 271)","(1057, 306)","[[-3.011766  ]
 [ 0.20849878]
 [ 0.17399265]]","[[ 965.05955029]
 [-131.68236875]
 [1707.11055501]]"
186,2nd,"(637, 183)","(747, 179)","(692, 181)","(726, 263)","(1536, 219)","[[-3.06318447]
 [ 0.17017916]
 [-0.21633488]]","[[1115.81299707]
 [-153.37174819]
 [1630.85926882]]"
187,2nd,"(671, 188)","(763, 178)","(717, 183)","(747, 263)","(1627, 213)","[[-3.06231548]
 [ 0.14967676]
 [-0.3062108 ]]","[[1168.86728824]
 [-153.21929949]
 [1629.4217528 ]]"
188,2nd,"(669, 181)","(767, 182)","(718, 181)","(752, 264)","(1616, 224)","[[-3.05553741]
 [ 0.13144182]
 [-0.30038753]]","[[1189.01400737]
 [-153.53145162]
 [1642.87774477]]"
189,2nd,"(663, 183)","(768, 184)","(715, 183)","(753, 266)","(1629, 224)","[[-3.06017076]
 [ 0.1262693 ]
 [-0.30915472]]","[[1189.11410538]
 [-147.33052093]
 [1638.23114169]]"
190,2nd,"(670, 189)","(768, 183)","(719, 186)","(752, 267)","(1622, 226)","[[-3.06004934]
 [ 0.12833326]
 [-0.30616464]]","[[1190.21543732]
 [-146.568453  ]
 [1641.57601987]]"
191,4th,"(571, 203)","(667, 183)","(619, 193)","(596, 278)","(414, 294)","[[-0.1943799 ]
 [-3.48108458]
 [ 0.03237429]]","[[ -783.95486909]
 [  117.56836318]
 [-1796.93314868]]"
192,4th,"(551, 200)","(644, 188)","(597, 194)","(577, 276)","(203, 340)","[[-2.42355705]
 [ 0.14538458]
 [ 1.76365593]]","[[ 689.0852457 ]
 [-105.54707718]
 [1724.25989465]]"
193,4th,"(553, 200)","(646, 188)","(599, 194)","(580, 275)","(207, 345)","[[-2.43240421]
 [ 0.15454522]
 [ 1.7355847 ]]","[[ 694.74612206]
 [-106.44613757]
 [1718.18936148]]"
194,4th,"(555, 199)","(647, 188)","(601, 193)","(580, 275)","(388, 284)","[[-0.24518714]
 [-3.55225779]
 [-0.04889311]]","[[ -738.73145293]
 [  120.89590153]
 [-1789.90323681]]"
195,4th,"(551, 200)","(648, 188)","(599, 194)","(581, 276)","(387, 288)","[[-0.24314294]
 [-3.55854262]
 [-0.02313494]]","[[ -737.77485486]
 [  119.02583641]
 [-1783.38412097]]"
196,3rd,"(552, 201)","(646, 188)","(599, 194)","(580, 276)","(782, 294)","[[-0.02903803]
 [-2.08457724]
 [ 0.08879106]]","[[ -916.12795401]
 [  118.2109422 ]
 [-1886.57433331]]"
197,4th,"(553, 201)","(645, 188)","(599, 194)","(580, 276)","(204, 343)","[[-2.43043142]
 [ 0.15488111]
 [ 1.75111241]]","[[ 691.80369994]
 [-104.69604935]
 [1716.22212075]]"
198,4th,"(551, 201)","(643, 188)","(597, 194)","(578, 276)","(206, 338)","[[-2.45072898]
 [ 0.14417561]
 [ 1.7368049 ]]","[[ 693.07498311]
 [-106.31328292]
 [1724.93346871]]"
199,4th,"(554, 201)","(645, 187)","(599, 194)","(579, 276)","(383, 289)","[[-0.25239319]
 [-3.57071159]
 [-0.02626314]]","[[ -729.70971412]
 [  116.04865089]
 [-1778.67344655]]"
200,3rd,"(553, 201)","(646, 188)","(599, 194)","(583, 276)","(781, 294)","[[-0.02349601]
 [-2.08771457]
 [ 0.09076952]]","[[ -925.68566243]
 [  123.67958865]
 [-1897.74111672]]"
201,3rd,"(600, 194)","(713, 183)","(656, 188)","(668, 269)","(1189, 298)","[[-3.02301396]
 [ 0.12853763]
 [ 0.0624621 ]]","[[1004.76166698]
 [-132.20575512]
 [1683.00933338]]"
202,2nd,"(629, 183)","(743, 183)","(686, 183)","(708, 267)","(1417, 264)","[[-3.0422821 ]
 [ 0.11956288]
 [-0.10952642]]","[[1088.40554553]
 [-142.63426599]
 [1651.16109004]]"
203,2nd,"(639, 183)","(750, 181)","(694, 182)","(720, 266)","(1458, 250)","[[-3.05401393]
 [ 0.10933272]
 [-0.13902086]]","[[1122.11703301]
 [-144.87928678]
 [1655.5947514 ]]"
204,2nd,"(648, 184)","(756, 183)","(702, 183)","(725, 267)","(1504, 246)","[[-3.05379524]
 [ 0.1169221 ]
 [-0.17595914]]","[[1125.61206726]
 [-144.36887739]
 [1642.19914462]]"
205,2nd,"(647, 184)","(757, 182)","(702, 183)","(732, 267)","(1520, 247)","[[-3.05412111]
 [ 0.11712946]
 [-0.17099934]]","[[1137.10351461]
 [-143.21099735]
 [1638.20478168]]"
206,2nd,"(656, 183)","(761, 182)","(708, 182)","(736, 266)","(1547, 238)","[[-3.05689351]
 [ 0.12052581]
 [-0.20395169]]","[[1151.66291429]
 [-146.72923637]
 [1639.82536763]]"
207,2nd,"(656, 183)","(762, 183)","(709, 183)","(736, 267)","(1532, 263)","[[-3.03594774]
 [ 0.12268556]
 [-0.19549116]]","[[1153.83815267]
 [-143.24643564]
 [1645.74522442]]"
208,2nd,"(657, 185)","(761, 184)","(709, 184)","(735, 267)","(1531, 246)","[[-3.05383057]
 [ 0.12343821]
 [-0.19906239]]","[[1154.16377847]
 [-143.17340971]
 [1648.33163276]]"
209,2nd,"(650, 186)","(759, 184)","(704, 185)","(733, 269)","(1518, 254)","[[-3.04818129]
 [ 0.12280274]
 [-0.19408896]]","[[1151.66343386]
 [-140.82537148]
 [1652.50416569]]"
210,3rd,"(560, 188)","(653, 173)","(606, 180)","(601, 261)","(802, 274)","[[-0.04495172]
 [-2.06853221]
 [ 0.05689792]]","[[ -966.42172381]
 [  164.06450902]
 [-1875.65118324]]"
211,4th,"(598, 193)","(704, 189)","(651, 191)","(651, 269)","(419, 372)","[[-2.6564176 ]
 [ 0.18703001]
 [ 1.23788421]]","[[ 947.07880595]
 [-123.27512695]
 [1822.90061435]]"
212,3rd,"(603, 203)","(711, 200)","(657, 201)","(660, 276)","(1070, 300)","[[-3.03334843]
 [ 0.12943059]
 [ 0.14694234]]","[[1024.02976964]
 [-120.17308321]
 [1758.46820474]]"
213,3rd,"(606, 204)","(717, 201)","(661, 202)","(668, 280)","(1100, 326)","[[-3.01435426]
 [ 0.11952741]
 [ 0.13822294]]","[[1038.03872848]
 [-107.42108538]
 [1743.37566433]]"
214,3rd,"(624, 203)","(733, 202)","(678, 202)","(684, 279)","(1122, 329)","[[-3.0050143 ]
 [ 0.09877799]
 [ 0.13189753]]","[[1092.9066885 ]
 [-113.25717043]
 [1766.4662697 ]]"
215,3rd,"(627, 204)","(737, 204)","(682, 204)","(691, 283)","(1217, 336)","[[-3.01318485]
 [ 0.09792045]
 [ 0.06717277]]","[[1078.73690449]
 [ -99.55104969]
 [1708.16472018]]"
216,3rd,"(635, 204)","(743, 203)","(689, 203)","(700, 280)","(1263, 314)","[[-3.02909839]
 [ 0.0888971 ]
 [ 0.02256672]]","[[1108.53337072]
 [-108.41773463]
 [1714.34614163]]"
217,3rd,"(639, 201)","(747, 200)","(693, 200)","(703, 280)","(1280, 319)","[[-3.02243094]
 [ 0.09108673]
 [ 0.00856344]]","[[1113.83655525]
 [-109.92562835]
 [1710.85969213]]"
218,3rd,"(641, 200)","(748, 199)","(694, 199)","(704, 280)","(1243, 323)","[[-3.01236369]
 [ 0.10416303]
 [ 0.03459401]]","[[1133.68376306]
 [-114.82454736]
 [1740.04871247]]"
219,3rd,"(640, 199)","(753, 199)","(696, 199)","(707, 281)","(1265, 333)","[[-3.00320057]
 [ 0.10193812]
 [ 0.0273186 ]]","[[1133.04302026]
 [-112.11878289]
 [1725.11915765]]"
220,3rd,"(648, 199)","(754, 201)","(701, 200)","(709, 282)","(1274, 328)","[[-3.01145742]
 [ 0.08907291]
 [ 0.01411647]]","[[1141.70879224]
 [-109.40557808]
 [1730.07269069]]"
221,3rd,"(650, 198)","(756, 202)","(703, 200)","(711, 283)","(1424, 331)","[[-3.02309932]
 [ 0.07323362]
 [-0.07827846]]","[[1092.15500358]
 [ -95.61239352]
 [1636.17372532]]"
222,3rd,"(649, 199)","(756, 201)","(702, 200)","(712, 282)","(1414, 331)","[[-3.0201442 ]
 [ 0.07073909]
 [-0.07952815]]","[[1099.26101717]
 [ -97.9598481 ]
 [1646.32425846]]"
223,3rd,"(648, 200)","(758, 200)","(703, 200)","(712, 281)","(1446, 338)","[[-3.01352709]
 [ 0.06964033]
 [-0.07649018]]","[[1081.27670014]
 [ -98.34854119]
 [1616.257832  ]]"
224,3rd,"(652, 198)","(757, 200)","(704, 199)","(713, 281)","(1277, 337)","[[-2.99810311]
 [ 0.10086782]
 [ 0.05255262]]","[[1127.98839934]
 [-113.64548105]
 [1700.52402542]]"
225,4th,"(580, 208)","(697, 200)","(638, 204)","(633, 284)","(344, 421)","[[-2.4987407]
 [ 0.243286 ]
 [ 1.3928019]]","[[ 872.61357868]
 [ -90.22068923]
 [1777.3864584 ]]"
226,4th,"(574, 210)","(683, 203)","(628, 206)","(618, 286)","(335, 435)","[[-2.48543941]
 [ 0.27306052]
 [ 1.37612747]]","[[ 842.59785718]
 [ -85.3798535 ]
 [1787.45231981]]"
227,4th,"(573, 211)","(674, 203)","(623, 207)","(614, 289)","(297, 427)","[[-2.45729113]
 [ 0.26458882]
 [ 1.48030131]]","[[ 806.94713575]
 [ -74.03339957]
 [1744.34182908]]"
228,4th,"(574, 211)","(676, 204)","(625, 207)","(614, 289)","(297, 423)","[[-2.45673459]
 [ 0.25505827]
 [ 1.48413216]]","[[ 809.57887124]
 [ -76.29108821]
 [1754.20760719]]"
229,4th,"(572, 213)","(675, 204)","(623, 208)","(614, 290)","(303, 423)","[[-2.47303996]
 [ 0.26099673]
 [ 1.46707789]]","[[ 815.11089496]
 [ -75.51740382]
 [1760.49746799]]"
230,4th,"(572, 212)","(674, 203)","(623, 207)","(615, 290)","(304, 426)","[[-2.47054349]
 [ 0.25051632]
 [ 1.45232041]]","[[ 813.60229681]
 [ -75.53123568]
 [1752.79951046]]"
231,4th,"(571, 212)","(674, 204)","(622, 208)","(615, 290)","(298, 426)","[[-2.4610953 ]
 [ 0.25966136]
 [ 1.47895712]]","[[ 809.53423361]
 [ -73.19280562]
 [1747.9649372 ]]"
232,4th,"(571, 214)","(673, 204)","(622, 209)","(614, 290)","(306, 419)","[[-2.48424515]
 [ 0.24875342]
 [ 1.45999014]]","[[ 819.15008147]
 [ -75.03442824]
 [1772.12941708]]"
233,3rd,"(649, 203)","(760, 201)","(704, 202)","(722, 282)","(1385, 319)","[[-3.02075328]
 [ 0.10495767]
 [-0.05823374]]","[[1135.5256204 ]
 [-108.96203735]
 [1678.34612337]]"
234,3rd,"(651, 204)","(760, 204)","(705, 204)","(721, 284)","(1392, 337)","[[-3.00723364]
 [ 0.10588639]
 [-0.05640224]]","[[1126.20455084]
 [-103.08950221]
 [1666.40930777]]"
235,3rd,"(651, 205)","(761, 202)","(706, 203)","(719, 285)","(1359, 344)","[[-3.00265841]
 [ 0.10643951]
 [-0.02330104]]","[[1125.01099737]
 [-100.36358643]
 [1674.16705885]]"
236,3rd,"(651, 204)","(758, 203)","(704, 203)","(716, 285)","(1351, 341)","[[-3.00805583]
 [ 0.1033512 ]
 [-0.01815117]]","[[1118.31072412]
 [ -99.55417669]
 [1674.01629478]]"
237,3rd,"(640, 186)","(748, 186)","(694, 186)","(704, 264)","(1434, 268)","[[-3.04268588]
 [ 0.04268734]
 [-0.05166305]]","[[1036.88725529]
 [-139.84930397]
 [1592.04107326]]"
238,2nd,"(631, 179)","(747, 182)","(689, 180)","(703, 259)","(1400, 250)","[[-3.04541877]
 [ 0.05962757]
 [-0.02515533]]","[[1044.02924679]
 [-155.92368388]
 [1605.58543582]]"
239,2nd,"(622, 179)","(741, 173)","(681, 176)","(702, 253)","(1558, 218)","[[-3.06285096]
 [ 0.08083876]
 [-0.10688297]]","[[ 997.07286931]
 [-154.54382753]
 [1530.55404588]]"
240,2nd,"(629, 179)","(738, 177)","(683, 178)","(700, 255)","(1380, 225)","[[-3.05124361]
 [ 0.11267975]
 [-0.11646942]]","[[1070.28177334]
 [-176.45229544]
 [1665.95520955]]"
241,2nd,"(598, 185)","(712, 182)","(655, 183)","(675, 262)","(1259, 258)","[[-3.04165432]
 [ 0.12139335]
 [-0.02055856]]","[[1003.9254881 ]
 [-155.33432331]
 [1668.89208415]]"
242,3rd,"(597, 192)","(709, 188)","(653, 190)","(670, 268)","(1181, 272)","[[-3.04269151]
 [ 0.12871487]
 [ 0.07502096]]","[[ 991.67069601]
 [-140.9490014 ]
 [1675.36099945]]"
243,3rd,"(605, 190)","(719, 188)","(662, 189)","(675, 270)","(1178, 286)","[[-3.03040002]
 [ 0.12412609]
 [ 0.086975  ]]","[[1011.63818779]
 [-137.67663015]
 [1684.71409017]]"
244,3rd,"(606, 192)","(717, 190)","(661, 191)","(676, 271)","(1219, 290)","[[-3.02840995]
 [ 0.13793997]
 [ 0.05803626]]","[[1003.1922719 ]
 [-134.27726954]
 [1661.82457627]]"
245,2nd,"(634, 180)","(738, 163)","(686, 171)","(696, 255)","(1616, 247)","[[-3.01783182]
 [ 0.11692555]
 [-0.24596215]]","[[ 990.64459046]
 [-161.93407595]
 [1534.93812019]]"
246,3rd,"(594, 188)","(705, 185)","(649, 186)","(660, 266)","(1073, 306)","[[-2.99624208]
 [ 0.13492404]
 [ 0.13954516]]","[[1003.38440943]
 [-149.29326622]
 [1739.59644026]]"
247,3rd,"(598, 188)","(707, 184)","(652, 186)","(659, 268)","(1042, 319)","[[-2.98442134]
 [ 0.15072427]
 [ 0.18846745]]","[[ 996.05500005]
 [-144.15878998]
 [1733.16798783]]"
248,3rd,"(600, 190)","(714, 184)","(657, 187)","(670, 262)","(1129, 276)","[[-3.02304214]
 [ 0.12696454]
 [ 0.10084392]]","[[1030.70272265]
 [-158.7280394 ]
 [1732.64104844]]"
249,3rd,"(599, 190)","(713, 185)","(656, 187)","(668, 264)","(1104, 278)","[[-3.02782208]
 [ 0.11985946]
 [ 0.14289167]]","[[1017.52588411]
 [-150.85476806]
 [1721.9460119 ]]"
250,3rd,"(606, 189)","(716, 185)","(661, 187)","(667, 268)","(1147, 294)","[[-3.02276818]
 [ 0.12427408]
 [ 0.11443857]]","[[ 999.76478971]
 [-136.55546737]
 [1686.06399846]]"
251,3rd,"(606, 189)","(717, 186)","(661, 187)","(667, 268)","(1193, 297)","[[-3.02437558]
 [ 0.1165128 ]
 [ 0.07908923]]","[[ 985.82606947]
 [-131.87800612]
 [1657.99369334]]"
252,3rd,"(588, 192)","(705, 191)","(646, 191)","(648, 263)","(1004, 271)","[[-3.04085756]
 [ 0.0901304 ]
 [ 0.21854152]]","[[ 975.61517571]
 [-145.14598176]
 [1739.86374226]]"
253,3rd,"(582, 188)","(698, 187)","(640, 187)","(640, 263)","(808, 326)","[[-2.94025602]
 [ 0.13146028]
 [ 0.43528778]]","[[ 991.70112047]
 [-156.66696508]
 [1840.42924997]]"
254,4th,"(587, 193)","(699, 190)","(643, 191)","(643, 273)","(343, 388)","[[-2.58624021]
 [ 0.17152296]
 [ 1.35228208]]","[[ 854.40381802]
 [-103.55054535]
 [1713.30903762]]"
255,3rd,"(586, 197)","(697, 193)","(641, 195)","(642, 281)","(885, 355)","[[-2.96659557]
 [ 0.15672741]
 [ 0.37681111]]","[[ 933.26415636]
 [-105.76181395]
 [1713.05251075]]"
256,3rd,"(585, 199)","(703, 198)","(644, 198)","(649, 285)","(855, 369)","[[-2.94706738]
 [ 0.15720523]
 [ 0.43016441]]","[[ 956.90494418]
 [-100.39351753]
 [1730.90685263]]"
257,3rd,"(593, 202)","(706, 201)","(649, 201)","(651, 288)","(843, 385)","[[-2.93291856]
 [ 0.16346256]
 [ 0.45370731]]","[[ 959.69949875]
 [ -91.12397659]
 [1727.53298053]]"
258,3rd,"(592, 203)","(712, 202)","(652, 202)","(655, 290)","(861, 391)","[[-2.92899404]
 [ 0.16022544]
 [ 0.43804405]]","[[ 974.55987027]
 [ -88.18024979]
 [1732.41358207]]"
259,3rd,"(618, 195)","(726, 182)","(672, 188)","(671, 276)","(1229, 344)","[[-2.98620392]
 [ 0.1111542 ]
 [ 0.08582527]]","[[ 972.00106827]
 [-121.14019948]
 [1614.45901612]]"
260,3rd,"(604, 200)","(716, 198)","(660, 199)","(670, 287)","(1143, 376)","[[-2.97513452]
 [ 0.13044479]
 [ 0.1476642 ]]","[[ 991.26818193]
 [ -93.7021958 ]
 [1658.97289812]]"
261,3rd,"(604, 203)","(716, 207)","(660, 205)","(666, 296)","(1130, 410)","[[-2.96065762]
 [ 0.12046579]
 [ 0.14773417]]","[[ 979.65140208]
 [ -71.32811844]
 [1658.35033549]]"
262,3rd,"(604, 201)","(719, 201)","(661, 201)","(670, 294)","(1172, 378)","[[-2.99121302]
 [ 0.13166424]
 [ 0.11173417]]","[[ 993.2331729 ]
 [ -76.82757331]
 [1659.49558264]]"
263,3rd,"(609, 197)","(728, 197)","(668, 197)","(670, 294)","(1206, 402)","[[-2.96695311]
 [ 0.12701443]
 [ 0.080013  ]]","[[ 980.7039062 ]
 [ -77.96235586]
 [1637.08854961]]"
264,3rd,"(623, 194)","(731, 194)","(677, 194)","(677, 288)","(1344, 396)","[[-2.96780795]
 [ 0.11648518]
 [-0.01381183]]","[[ 973.77052302]
 [ -89.71852422]
 [1584.78743208]]"
265,3rd,"(599, 195)","(715, 192)","(657, 193)","(665, 284)","(1347, 336)","[[-3.02698613]
 [ 0.11524305]
 [-0.01007294]]","[[ 934.67162168]
 [ -90.27547512]
 [1564.50967873]]"
266,3rd,"(599, 198)","(715, 194)","(657, 196)","(664, 286)","(1320, 351)","[[-3.01903726]
 [ 0.12239288]
 [ 0.00761962]]","[[ 937.24180166]
 [ -83.85958734]
 [1573.8621905 ]]"
267,3rd,"(600, 198)","(718, 196)","(659, 197)","(669, 286)","(1343, 337)","[[-3.02797473]
 [ 0.12342398]
 [-0.0256567 ]]","[[ 958.01733818]
 [ -85.85327085]
 [1587.52495518]]"
268,3rd,"(684, 200)","(779, 206)","(731, 203)","(744, 286)","(1739, 357)","[[-3.00315312]
 [-0.01781514]
 [-0.33345513]]","[[1117.72854713]
 [ -78.06129171]
 [1553.40973122]]"
269,3rd,"(676, 198)","(773, 208)","(724, 203)","(742, 288)","(1499, 344)","[[-3.00761392e+00]
 [ 1.77814114e-03]
 [-1.79512099e-01]]","[[1182.30782306]
 [ -92.87708302]
 [1669.81691263]]"
270,3rd,"(674, 202)","(774, 208)","(724, 205)","(745, 287)","(1472, 331)","[[-3.0156459 ]
 [ 0.01204343]
 [-0.17870153]]","[[1211.4654545 ]
 [ -97.33154344]
 [1702.36545347]]"
