,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
17,3rd,"(594, 200)","(708, 195)","(651, 197)","(655, 292)","(1066, 396)","[[-2.96287744]
 [ 0.15253673]
 [ 0.2182904 ]]","[[ 941.55438215]
 [ -83.05542833]
 [1642.60883492]]"
18,3rd,"(592, 192)","(706, 186)","(649, 189)","(653, 281)","(1066, 376)","[[-2.95880066]
 [ 0.14392647]
 [ 0.20211872]]","[[ 942.07761459]
 [-108.61192291]
 [1652.39039696]]"
19,3rd,"(596, 192)","(710, 186)","(653, 189)","(655, 279)","(1056, 355)","[[-2.97878386]
 [ 0.14304181]
 [ 0.22581003]]","[[ 952.22868374]
 [-110.37602541]
 [1657.83739244]]"
20,3rd,"(601, 199)","(713, 194)","(657, 196)","(657, 284)","(1110, 357)","[[-2.99267399]
 [ 0.12785076]
 [ 0.15706615]]","[[ 960.94221469]
 [ -96.92600831]
 [1660.32023914]]"
21,3rd,"(595, 202)","(708, 196)","(651, 199)","(652, 286)","(1090, 363)","[[-2.99178631]
 [ 0.1354358 ]
 [ 0.17087204]]","[[ 944.12594884]
 [ -91.52886523]
 [1656.04998408]]"
22,3rd,"(595, 206)","(709, 200)","(652, 203)","(652, 291)","(1066, 368)","[[-2.99776721]
 [ 0.12439307]
 [ 0.20002338]]","[[ 945.05185854]
 [ -78.94519951]
 [1660.81887537]]"
23,3rd,"(598, 206)","(712, 200)","(655, 203)","(657, 290)","(1135, 370)","[[-2.99640837]
 [ 0.13261955]
 [ 0.12768343]]","[[ 954.68500178]
 [ -80.63461914]
 [1651.79332277]]"
24,3rd,"(598, 207)","(713, 200)","(655, 203)","(657, 293)","(1130, 376)","[[-2.99882183]
 [ 0.13055095]
 [ 0.15993422]]","[[ 945.09407341]
 [ -72.98887101]
 [1630.92505486]]"
25,3rd,"(594, 207)","(708, 200)","(651, 203)","(656, 294)","(1125, 385)","[[-2.99007345]
 [ 0.13400398]
 [ 0.15194001]]","[[ 943.98113197]
 [ -72.53771875]
 [1637.63789406]]"
26,3rd,"(593, 208)","(707, 201)","(650, 204)","(655, 295)","(1127, 387)","[[-2.98999279]
 [ 0.14746912]
 [ 0.15286299]]","[[ 937.73987049]
 [ -70.49872594]
 [1631.34497313]]"
27,3rd,"(593, 208)","(707, 201)","(650, 204)","(656, 296)","(1128, 396)","[[-2.98192416]
 [ 0.13763816]
 [ 0.15589207]]","[[ 940.13487355]
 [ -69.04969451]
 [1629.58365761]]"
28,3rd,"(598, 207)","(713, 201)","(655, 204)","(657, 295)","(1160, 398)","[[-2.98299327]
 [ 0.1325958 ]
 [ 0.12030096]]","[[ 942.381405  ]
 [ -68.16431756]
 [1625.70868171]]"
29,3rd,"(612, 197)","(726, 191)","(669, 194)","(664, 292)","(1326, 396)","[[-2.98334224]
 [ 0.13728959]
 [ 0.01819147]]","[[ 927.21817822]
 [ -78.60485669]
 [1556.13789749]]"
30,3rd,"(613, 197)","(722, 187)","(667, 192)","(663, 290)","(1318, 387)","[[-2.98611031]
 [ 0.13541631]
 [ 0.01481147]]","[[ 929.67102376]
 [ -83.175902  ]
 [1564.00459416]]"
31,3rd,"(612, 196)","(727, 189)","(669, 192)","(664, 289)","(1403, 377)","[[-2.99470171]
 [ 0.12420035]
 [-0.05268187]]","[[ 922.45772209]
 [ -84.58565125]
 [1541.02984253]]"
32,3rd,"(596, 209)","(710, 204)","(653, 206)","(661, 289)","(1173, 336)","[[-3.03210408]
 [ 0.1190462 ]
 [ 0.07856381]]","[[ 977.224195  ]
 [ -81.92170652]
 [1668.11223718]]"
33,3rd,"(598, 208)","(713, 202)","(655, 205)","(660, 289)","(1161, 345)","[[-3.02246105]
 [ 0.13808844]
 [ 0.10986886]]","[[ 965.52887183]
 [ -82.28113358]
 [1652.28427822]]"
34,3rd,"(598, 207)","(713, 201)","(655, 204)","(660, 290)","(1172, 372)","[[-2.99672709]
 [ 0.13354035]
 [ 0.10304704]]","[[ 955.168874  ]
 [ -79.74293377]
 [1636.59827788]]"
35,3rd,"(598, 207)","(713, 201)","(655, 204)","(659, 291)","(1149, 370)","[[-3.00019589]
 [ 0.14350124]
 [ 0.13117401]]","[[ 953.62878554]
 [ -77.92747066]
 [1639.38232721]]"
36,3rd,"(598, 207)","(712, 200)","(655, 203)","(658, 292)","(1119, 385)","[[-2.98373578]
 [ 0.148275  ]
 [ 0.15783677]]","[[ 951.77833908]
 [ -76.62630415]
 [1644.67308487]]"
37,3rd,"(593, 206)","(708, 199)","(650, 202)","(657, 292)","(1126, 378)","[[-2.99330169]
 [ 0.15302481]
 [ 0.16132538]]","[[ 941.6667507 ]
 [ -76.00956194]
 [1630.86947095]]"
38,3rd,"(593, 206)","(707, 200)","(650, 203)","(657, 293)","(1151, 378)","[[-2.99518095]
 [ 0.15373561]
 [ 0.1269013 ]]","[[ 945.26082789]
 [ -74.83207592]
 [1633.26637061]]"
39,3rd,"(593, 207)","(707, 200)","(650, 203)","(657, 294)","(1160, 386)","[[-2.9909443 ]
 [ 0.15117069]
 [ 0.12284044]]","[[ 939.96843553]
 [ -71.803604  ]
 [1624.52114946]]"
40,3rd,"(591, 207)","(706, 200)","(648, 203)","(656, 294)","(1197, 377)","[[-3.00291071]
 [ 0.15639442]
 [ 0.08968097]]","[[ 931.3668889 ]
 [ -71.48303435]
 [1609.84383781]]"
41,3rd,"(594, 213)","(708, 207)","(651, 210)","(654, 294)","(1123, 354)","[[-3.02404253]
 [ 0.15182848]
 [ 0.13188592]]","[[ 955.10494202]
 [ -69.14522977]
 [1663.61507976]]"
42,3rd,"(593, 211)","(707, 205)","(650, 208)","(654, 295)","(1137, 366)","[[-3.01452163]
 [ 0.15268805]
 [ 0.13433889]]","[[ 939.03243579]
 [ -68.42409178]
 [1637.8678028 ]]"
43,3rd,"(594, 211)","(709, 204)","(651, 207)","(656, 295)","(1144, 374)","[[-3.0055999 ]
 [ 0.16173667]
 [ 0.13070982]]","[[ 943.62791719]
 [ -68.75130698]
 [1637.43639233]]"
44,3rd,"(595, 210)","(709, 203)","(652, 206)","(657, 295)","(1163, 374)","[[-3.00816864]
 [ 0.15654406]
 [ 0.11817656]]","[[ 942.31421279]
 [ -67.50258278]
 [1628.90514885]]"
45,3rd,"(595, 212)","(710, 204)","(652, 208)","(656, 296)","(1112, 379)","[[-3.00100797]
 [ 0.15296628]
 [ 0.15878513]]","[[ 950.35578413]
 [ -65.7949772 ]
 [1651.45564491]]"
46,3rd,"(597, 211)","(711, 204)","(654, 207)","(658, 296)","(1162, 370)","[[-3.01233564]
 [ 0.15444273]
 [ 0.11980867]]","[[ 947.1073683 ]
 [ -66.64245424]
 [1631.98250748]]"
47,3rd,"(598, 211)","(713, 204)","(655, 207)","(659, 296)","(1171, 376)","[[-3.00722962]
 [ 0.14565867]
 [ 0.11367891]]","[[ 950.05298445]
 [ -65.58363675]
 [1630.03342804]]"
48,3rd,"(598, 212)","(713, 205)","(655, 208)","(660, 296)","(1131, 382)","[[-2.9984927 ]
 [ 0.15664479]
 [ 0.14942956]]","[[ 958.9268449 ]
 [ -65.85594489]
 [1647.93237191]]"
49,3rd,"(600, 209)","(714, 201)","(657, 205)","(660, 297)","(1189, 393)","[[-2.99391895]
 [ 0.1507305 ]
 [ 0.11829857]]","[[ 937.95565149]
 [ -64.84089425]
 [1604.72626319]]"
50,3rd,"(600, 207)","(715, 200)","(657, 203)","(661, 297)","(1234, 389)","[[-2.9961993 ]
 [ 0.14506795]
 [ 0.06303596]]","[[ 945.77652076]
 [ -66.06242427]
 [1606.59100379]]"
51,3rd,"(602, 207)","(716, 199)","(659, 203)","(663, 297)","(1254, 392)","[[-2.99480029]
 [ 0.15346885]
 [ 0.05419   ]]","[[ 944.15932122]
 [ -65.72080356]
 [1596.3652877 ]]"
52,3rd,"(602, 206)","(717, 199)","(659, 202)","(663, 298)","(1274, 390)","[[-3.00205248]
 [ 0.1539554 ]
 [ 0.05611342]]","[[ 934.31784718]
 [ -63.48993108]
 [1577.85267856]]"
53,3rd,"(602, 205)","(716, 199)","(659, 202)","(662, 297)","(1319, 390)","[[-3.00359714]
 [ 0.1391533 ]
 [ 0.01267626]]","[[ 928.54717218]
 [ -63.11895245]
 [1565.68634474]]"
54,3rd,"(601, 206)","(715, 198)","(658, 202)","(661, 296)","(1323, 383)","[[-3.00763841]
 [ 0.13469219]
 [ 0.00780632]]","[[ 925.41848995]
 [ -65.34487042]
 [1564.12616131]]"
55,3rd,"(601, 205)","(716, 197)","(658, 201)","(661, 296)","(1274, 381)","[[-3.00869644]
 [ 0.15079774]
 [ 0.05834778]]","[[ 928.40968378]
 [ -65.57606748]
 [1573.37116792]]"
56,3rd,"(600, 205)","(715, 197)","(657, 201)","(660, 294)","(1245, 363)","[[-3.02028962]
 [ 0.15072552]
 [ 0.08246633]]","[[ 930.75625712]
 [ -70.68777943]
 [1582.92407387]]"
57,3rd,"(599, 205)","(715, 197)","(657, 201)","(660, 296)","(1210, 381)","[[-3.00470148]
 [ 0.15715067]
 [ 0.11446683]]","[[ 931.29585086]
 [ -67.60285121]
 [1588.98463036]]"
58,3rd,"(599, 205)","(714, 198)","(656, 201)","(660, 298)","(1238, 401)","[[-2.98989485]
 [ 0.16635463]
 [ 0.09160146]]","[[ 921.61342542]
 [ -64.62018666]
 [1573.93984075]]"
59,3rd,"(598, 205)","(712, 197)","(655, 201)","(658, 298)","(1194, 391)","[[-2.99742136]
 [ 0.17760484]
 [ 0.1359824 ]]","[[ 920.24731048]
 [ -65.65848349]
 [1581.17749966]]"
60,3rd,"(594, 202)","(710, 195)","(652, 198)","(654, 293)","(1149, 337)","[[-3.03613343]
 [ 0.15140383]
 [ 0.19069951]]","[[ 903.03269279]
 [ -77.89515723]
 [1572.55669764]]"
61,3rd,"(593, 203)","(708, 195)","(650, 199)","(652, 296)","(1238, 380)","[[-3.0043668 ]
 [ 0.16098647]
 [ 0.07680075]]","[[ 904.49227739]
 [ -70.69838507]
 [1571.05694529]]"
62,4th,"(586, 199)","(700, 191)","(643, 195)","(641, 286)","(342, 420)","[[-2.62947479]
 [ 0.21830299]
 [ 1.28058304]]","[[ 808.92960986]
 [ -70.95763769]
 [1634.74786568]]"
63,4th,"(569, 219)","(670, 189)","(619, 204)","(617, 297)","(298, 453)","[[-2.5572719 ]
 [ 0.41998454]
 [ 1.39363796]]","[[ 762.48841955]
 [ -51.54856181]
 [1663.38979602]]"
64,4th,"(561, 228)","(663, 198)","(612, 213)","(608, 306)","(305, 454)","[[-2.56414474]
 [ 0.40889414]
 [ 1.37842971]]","[[ 769.26628731]
 [ -37.75297349]
 [1719.90689052]]"
65,4th,"(568, 230)","(670, 201)","(619, 215)","(614, 298)","(409, 450)","[[-2.64247466]
 [ 0.42458216]
 [ 1.15708834]]","[[ 858.55206497]
 [ -60.500273  ]
 [1825.13359506]]"
66,4th,"(568, 232)","(669, 204)","(618, 218)","(618, 303)","(445, 497)","[[-2.59895396]
 [ 0.43928381]
 [ 1.06419535]]","[[ 863.16347691]
 [ -50.14559916]
 [1804.81213015]]"
67,4th,"(568, 233)","(669, 204)","(618, 218)","(624, 309)","(413, 497)","[[-2.61675545]
 [ 0.45797609]
 [ 1.13708402]]","[[ 835.29149747]
 [ -30.88372686]
 [1736.84595121]]"
68,4th,"(566, 228)","(674, 202)","(620, 215)","(633, 306)","(407, 511)","[[-2.62681852]
 [ 0.46574143]
 [ 1.13267227]]","[[ 806.33529059]
 [ -33.87692352]
 [1637.82255748]]"
69,4th,"(581, 217)","(689, 194)","(635, 205)","(644, 294)","(488, 483)","[[-2.61946472]
 [ 0.39656471]
 [ 1.03342976]]","[[ 916.11006826]
 [ -74.99617438]
 [1772.82297519]]"
70,4th,"(582, 217)","(690, 194)","(636, 205)","(645, 293)","(424, 457)","[[-2.62281326]
 [ 0.38867449]
 [ 1.17966128]]","[[ 887.79111224]
 [ -70.13047377]
 [1731.27425681]]"
71,4th,"(579, 216)","(687, 193)","(633, 204)","(641, 292)","(409, 454)","[[-2.62893013]
 [ 0.40282248]
 [ 1.19720174]]","[[ 866.66627706]
 [ -69.98018273]
 [1712.04382706]]"
72,2nd,"(568, 197)","(674, 180)","(621, 188)","(615, 272)","(860, 258)","[[-0.09337328]
 [-1.97478682]
 [-0.02240577]]","[[ -904.76460308]
 [  121.68585654]
 [-1684.20076511]]"
73,4th,"(577, 190)","(681, 178)","(629, 184)","(616, 267)","(427, 287)","[[-0.21430512]
 [-3.45282768]
 [ 0.01251519]]","[[ -805.76098662]
 [  134.89225416]
 [-1736.85276098]]"
74,3rd,"(578, 197)","(677, 178)","(627, 187)","(620, 265)","(838, 267)","[[-0.10486138]
 [-2.01368722]
 [ 0.04001527]]","[[ -976.49914051]
 [  140.59100812]
 [-1799.62436358]]"
75,4th,"(592, 196)","(693, 176)","(642, 186)","(640, 264)","(327, 365)","[[-2.55242114]
 [ 0.31345682]
 [ 1.51356613]]","[[ 876.66457339]
 [-130.64160119]
 [1758.29937276]]"
76,4th,"(607, 196)","(709, 185)","(658, 190)","(657, 268)","(304, 362)","[[-2.44211169]
 [ 0.17961614]
 [ 1.64264785]]","[[ 885.05693334]
 [-119.51883661]
 [1702.79029583]]"
77,4th,"(561, 190)","(650, 171)","(605, 180)","(589, 257)","(203, 339)","[[-2.43049973]
 [ 0.22719871]
 [ 1.75067394]]","[[ 694.41767365]
 [-141.36869717]
 [1659.72016199]]"
78,4th,"(575, 181)","(674, 167)","(624, 174)","(617, 254)","(248, 357)","[[-2.505305  ]
 [ 0.23117738]
 [ 1.5574891 ]]","[[ 748.13865192]
 [-149.47917066]
 [1629.78645062]]"
79,4th,"(574, 188)","(675, 175)","(624, 181)","(610, 263)","(226, 348)","[[-2.47856451]
 [ 0.17837483]
 [ 1.64246749]]","[[ 730.36793119]
 [-128.31640039]
 [1634.5733371 ]]"
80,4th,"(584, 201)","(683, 187)","(633, 194)","(621, 277)","(290, 387)","[[-2.44962288]
 [ 0.25975199]
 [ 1.58721659]]","[[ 829.72509041]
 [-105.32781682]
 [1765.12489047]]"
81,4th,"(590, 217)","(699, 203)","(644, 210)","(647, 292)","(351, 429)","[[-2.50594416]
 [ 0.28915592]
 [ 1.44003448]]","[[ 900.59452415]
 [ -60.51432836]
 [1764.93028397]]"
82,4th,"(610, 202)","(721, 195)","(665, 198)","(673, 282)","(385, 396)","[[-2.60489195]
 [ 0.21890776]
 [ 1.36375551]]","[[ 930.0099098 ]
 [ -82.34967259]
 [1710.219178  ]]"
83,3rd,"(606, 204)","(720, 195)","(663, 199)","(669, 288)","(1236, 367)","[[-3.00035365]
 [ 0.16389278]
 [ 0.10230466]]","[[ 958.46464405]
 [ -84.95275905]
 [1596.34751119]]"
84,3rd,"(590, 202)","(704, 197)","(647, 199)","(655, 289)","(1103, 368)","[[-2.99708305]
 [ 0.16257121]
 [ 0.21670063]]","[[ 915.52781937]
 [ -84.24342341]
 [1597.47718252]]"
85,3rd,"(584, 204)","(702, 195)","(643, 199)","(652, 289)","(1151, 363)","[[-2.99978348]
 [ 0.19009918]
 [ 0.14948812]]","[[ 915.87624039]
 [ -87.66254129]
 [1601.2579742 ]]"
86,3rd,"(591, 199)","(712, 192)","(651, 195)","(661, 287)","(1098, 370)","[[-2.98757583]
 [ 0.1797323 ]
 [ 0.2438721 ]]","[[ 926.30783952]
 [ -89.80716071]
 [1592.39565252]]"
87,3rd,"(600, 196)","(720, 189)","(660, 192)","(670, 280)","(1001, 353)","[[-2.97272186]
 [ 0.190485  ]
 [ 0.35143583]]","[[ 969.35084847]
 [-111.20405714]
 [1640.66565948]]"
88,3rd,"(607, 196)","(728, 189)","(667, 192)","(678, 278)","(995, 361)","[[-2.94943027]
 [ 0.15983583]
 [ 0.36946391]]","[[ 994.2037372 ]
 [-120.80877558]
 [1650.50504372]]"
89,3rd,"(612, 199)","(728, 193)","(670, 196)","(677, 283)","(1053, 361)","[[-2.97237359]
 [ 0.1806036 ]
 [ 0.3058505 ]]","[[ 990.35947249]
 [-106.16319554]
 [1640.83232099]]"
90,3rd,"(609, 194)","(725, 191)","(667, 192)","(673, 278)","(1107, 340)","[[-2.99589048]
 [ 0.13963368]
 [ 0.24772282]]","[[ 973.82855255]
 [-110.24483802]
 [1620.05955636]]"
91,3rd,"(600, 196)","(717, 190)","(658, 193)","(667, 278)","(1083, 345)","[[-2.98760561]
 [ 0.14529929]
 [ 0.253872  ]]","[[ 957.17842555]
 [-112.52777133]
 [1621.57744197]]"
92,3rd,"(601, 197)","(718, 191)","(659, 194)","(668, 281)","(1042, 361)","[[-2.9723746 ]
 [ 0.14864519]
 [ 0.2983944 ]]","[[ 963.87840776]
 [-106.87359576]
 [1631.68736423]]"
93,3rd,"(600, 199)","(717, 192)","(658, 195)","(667, 282)","(1086, 360)","[[-2.97495344]
 [ 0.16147135]
 [ 0.21640638]]","[[ 984.71962015]
 [-108.14570326]
 [1663.98602861]]"
94,3rd,"(598, 199)","(716, 192)","(657, 195)","(664, 282)","(991, 352)","[[-2.9762746 ]
 [ 0.15427034]
 [ 0.32358743]]","[[ 979.13935898]
 [-107.35092163]
 [1678.05508976]]"
95,3rd,"(601, 200)","(716, 193)","(658, 196)","(663, 284)","(977, 376)","[[-2.95077284]
 [ 0.17418436]
 [ 0.33385335]]","[[ 976.51744064]
 [-103.85196609]
 [1679.73937515]]"
96,3rd,"(598, 200)","(714, 193)","(656, 196)","(663, 284)","(1006, 366)","[[-2.96674567]
 [ 0.16674604]
 [ 0.29988994]]","[[ 977.70185206]
 [-103.05582033]
 [1677.44114134]]"
97,3rd,"(593, 203)","(709, 193)","(651, 198)","(662, 284)","(960, 335)","[[-2.9949227 ]
 [ 0.15982675]
 [ 0.35850985]]","[[ 975.42698388]
 [-105.47176747]
 [1685.7146874 ]]"
98,3rd,"(588, 202)","(701, 193)","(644, 197)","(664, 285)","(1083, 373)","[[-2.97234636]
 [ 0.17144254]
 [ 0.23652454]]","[[ 957.50101422]
 [ -98.63675704]
 [1631.97063753]]"
99,3rd,"(588, 201)","(700, 193)","(644, 197)","(661, 285)","(997, 392)","[[-2.94318057]
 [ 0.18798406]
 [ 0.31582659]]","[[ 960.06710614]
 [ -97.57459632]
 [1656.99480189]]"
100,3rd,"(595, 202)","(711, 193)","(653, 197)","(660, 284)","(828, 354)","[[-2.95116069]
 [ 0.17773941]
 [ 0.51547117]]","[[ 971.79554487]
 [-105.21965011]
 [1712.09820078]]"
101,4th,"(594, 201)","(708, 194)","(651, 197)","(655, 283)","(653, 370)","[[-2.88004379]
 [ 0.18258842]
 [ 0.7530376 ]]","[[ 957.40183135]
 [-102.16477656]
 [1744.77447011]]"
102,3rd,"(592, 201)","(707, 193)","(649, 197)","(655, 284)","(803, 362)","[[-2.93964716]
 [ 0.16715396]
 [ 0.52535922]]","[[ 965.92640512]
 [-102.95679626]
 [1730.22816708]]"
103,3rd,"(591, 202)","(706, 193)","(648, 197)","(654, 284)","(702, 356)","[[-2.91762043]
 [ 0.17442628]
 [ 0.67446726]]","[[ 954.60464611]
 [-103.90872922]
 [1734.50515064]]"
104,4th,"(590, 202)","(706, 193)","(648, 197)","(653, 283)","(541, 392)","[[-2.79412889]
 [ 0.1919582 ]
 [ 0.93397028]]","[[ 932.56604331]
 [ -96.55702229]
 [1740.83229951]]"
105,3rd,"(589, 203)","(704, 193)","(646, 198)","(653, 284)","(887, 373)","[[-2.94656906]
 [ 0.17209484]
 [ 0.41294259]]","[[ 954.39909655]
 [-100.87810904]
 [1700.81996167]]"
106,4th,"(587, 199)","(702, 192)","(644, 195)","(647, 281)","(613, 401)","[[-2.81772469]
 [ 0.18674234]
 [ 0.7832818 ]]","[[ 938.25022983]
 [-104.33341148]
 [1757.0508656 ]]"
107,4th,"(586, 200)","(700, 192)","(643, 196)","(646, 282)","(408, 420)","[[-2.62692164]
 [ 0.20743652]
 [ 1.18886919]]","[[ 886.4515392 ]
 [ -94.17491317]
 [1732.67944721]]"
108,4th,"(586, 200)","(700, 192)","(643, 196)","(646, 281)","(440, 404)","[[-2.69365729]
 [ 0.2020226 ]
 [ 1.11849794]]","[[ 898.98105532]
 [ -96.34981144]
 [1745.24346732]]"
109,4th,"(587, 201)","(700, 191)","(643, 196)","(645, 282)","(409, 414)","[[-2.63764962]
 [ 0.20615491]
 [ 1.19212391]]","[[ 890.84036526]
 [ -93.00626232]
 [1742.27736337]]"
110,4th,"(587, 201)","(700, 193)","(643, 197)","(645, 283)","(389, 414)","[[-2.60763447]
 [ 0.20745685]
 [ 1.24913267]]","[[ 886.24813514]
 [ -90.15229058]
 [1744.86130817]]"
111,4th,"(585, 201)","(699, 193)","(642, 197)","(644, 282)","(416, 410)","[[-2.65164273]
 [ 0.20354859]
 [ 1.17470279]]","[[ 893.80350662]
 [ -94.74996271]
 [1753.43187052]]"
112,4th,"(585, 201)","(696, 192)","(640, 196)","(644, 281)","(394, 408)","[[-2.63636882]
 [ 0.20148776]
 [ 1.22087726]]","[[ 878.27363895]
 [ -93.26924203]
 [1732.81474227]]"
113,4th,"(587, 199)","(699, 192)","(643, 195)","(643, 282)","(409, 418)","[[-2.63745531]
 [ 0.20835711]
 [ 1.17982242]]","[[ 883.60893712]
 [ -92.79754359]
 [1740.69248747]]"
114,4th,"(587, 200)","(699, 192)","(643, 196)","(641, 282)","(383, 409)","[[-2.61513448]
 [ 0.18705325]
 [ 1.24175741]]","[[ 873.23304305]
 [ -93.8281386 ]
 [1739.87706181]]"
115,4th,"(579, 202)","(693, 194)","(636, 198)","(637, 284)","(372, 411)","[[-2.60859349]
 [ 0.19367911]
 [ 1.25991884]]","[[ 861.59392683]
 [ -89.02635184]
 [1739.03062132]]"
116,4th,"(580, 204)","(692, 194)","(636, 199)","(638, 283)","(372, 413)","[[-2.6025919 ]
 [ 0.20854317]
 [ 1.26663425]]","[[ 864.35217043]
 [ -89.37018646]
 [1742.48719382]]"
117,4th,"(580, 203)","(692, 194)","(636, 198)","(637, 283)","(369, 413)","[[-2.60076415]
 [ 0.1977318 ]
 [ 1.26728174]]","[[ 859.52602142]
 [ -89.69466746]
 [1734.90818117]]"
118,4th,"(578, 202)","(693, 194)","(635, 198)","(638, 283)","(387, 413)","[[-2.6188959 ]
 [ 0.19421025]
 [ 1.22358193]]","[[ 870.90356595]
 [ -91.69146782]
 [1749.26763818]]"
119,4th,"(580, 202)","(692, 193)","(636, 197)","(638, 281)","(400, 408)","[[-2.64418064]
 [ 0.20692784]
 [ 1.1982815 ]]","[[ 878.182969  ]
 [ -93.9579697 ]
 [1755.09279073]]"
120,4th,"(582, 203)","(695, 193)","(638, 198)","(637, 283)","(372, 407)","[[-2.61494913]
 [ 0.19257694]
 [ 1.26143721]]","[[ 862.72614033]
 [ -90.71690056]
 [1740.0984473 ]]"
121,4th,"(581, 202)","(693, 194)","(637, 198)","(636, 282)","(375, 403)","[[-2.61523712]
 [ 0.18761489]
 [ 1.26249692]]","[[ 871.06423022]
 [ -92.79142281]
 [1760.92528781]]"
122,4th,"(581, 203)","(692, 194)","(636, 198)","(636, 283)","(372, 411)","[[-2.60242893]
 [ 0.19474597]
 [ 1.26285466]]","[[ 865.30666622]
 [ -89.87550936]
 [1749.36759177]]"
123,4th,"(580, 204)","(692, 194)","(636, 199)","(636, 282)","(379, 406)","[[-2.62176275]
 [ 0.19862809]
 [ 1.24849795]]","[[ 868.62644426]
 [ -91.21048116]
 [1753.79270521]]"
124,4th,"(579, 204)","(691, 194)","(635, 199)","(636, 282)","(384, 404)","[[-2.6357117 ]
 [ 0.1922335 ]
 [ 1.23046601]]","[[ 868.04516275]
 [ -91.81788615]
 [1750.17688369]]"
125,4th,"(579, 203)","(692, 194)","(635, 198)","(635, 282)","(360, 407)","[[-2.59326013]
 [ 0.20186295]
 [ 1.29921378]]","[[ 861.04654056]
 [ -90.51832644]
 [1751.42986892]]"
126,4th,"(580, 203)","(692, 195)","(636, 199)","(635, 282)","(365, 404)","[[-2.60203851]
 [ 0.19172742]
 [ 1.28623937]]","[[ 864.13527567]
 [ -91.26116803]
 [1755.54119206]]"
127,4th,"(579, 203)","(693, 194)","(636, 198)","(637, 284)","(377, 410)","[[-2.60852853]
 [ 0.18777927]
 [ 1.25144623]]","[[ 869.8853677 ]
 [ -90.02186023]
 [1756.75590728]]"
128,4th,"(588, 198)","(698, 191)","(643, 194)","(637, 282)","(362, 406)","[[-2.60137748]
 [ 0.18649636]
 [ 1.28501157]]","[[ 856.71846555]
 [ -91.75587205]
 [1732.41037303]]"
129,4th,"(588, 197)","(697, 191)","(642, 194)","(636, 282)","(368, 410)","[[-2.60167535]
 [ 0.19119548]
 [ 1.26954679]]","[[ 860.23700128]
 [ -91.61369672]
 [1737.06273721]]"
130,4th,"(585, 198)","(698, 191)","(641, 194)","(637, 282)","(358, 406)","[[-2.59153532]
 [ 0.18502673]
 [ 1.29972506]]","[[ 856.93390666]
 [ -91.01916827]
 [1732.44246417]]"
131,4th,"(593, 198)","(700, 191)","(646, 194)","(638, 283)","(323, 403)","[[-2.56267811]
 [ 0.19637615]
 [ 1.39397976]]","[[ 830.95154495]
 [ -82.76750987]
 [1692.74639044]]"
132,4th,"(588, 198)","(699, 189)","(643, 193)","(638, 283)","(302, 406)","[[-2.5501848 ]
 [ 0.20822477]
 [ 1.43089003]]","[[ 806.19627108]
 [ -78.10323901]
 [1648.20152625]]"
133,4th,"(574, 200)","(693, 191)","(633, 195)","(635, 283)","(358, 416)","[[-2.59318704]
 [ 0.20834278]
 [ 1.28312638]]","[[ 845.55969086]
 [ -87.18650205]
 [1717.09727579]]"
134,4th,"(579, 202)","(691, 193)","(635, 197)","(634, 283)","(345, 403)","[[-2.59888499]
 [ 0.19113659]
 [ 1.32104911]]","[[ 840.44108478]
 [ -85.87707449]
 [1721.13968773]]"
135,4th,"(576, 201)","(691, 194)","(633, 197)","(634, 285)","(337, 415)","[[-2.5811357 ]
 [ 0.20874908]
 [ 1.32980662]]","[[ 829.0448251 ]
 [ -80.76343665]
 [1696.37865706]]"
136,4th,"(576, 202)","(690, 193)","(633, 197)","(634, 283)","(343, 408)","[[-2.5927403 ]
 [ 0.20329472]
 [ 1.32314749]]","[[ 837.30770567]
 [ -84.67778005]
 [1712.81243941]]"
137,4th,"(588, 203)","(694, 193)","(641, 198)","(632, 285)","(336, 408)","[[-2.59048996]
 [ 0.19780939]
 [ 1.33158495]]","[[ 828.42772823]
 [ -82.40574191]
 [1704.07324968]]"
138,4th,"(588, 200)","(696, 193)","(642, 196)","(634, 285)","(336, 415)","[[-2.56544478]
 [ 0.21174697]
 [ 1.34871132]]","[[ 836.46161723]
 [ -80.26989517]
 [1713.54915145]]"
139,4th,"(588, 199)","(696, 192)","(642, 195)","(635, 285)","(327, 413)","[[-2.55731511]
 [ 0.21031155]
 [ 1.37664671]]","[[ 830.69543276]
 [ -79.44461886]
 [1699.60332093]]"
140,4th,"(587, 199)","(696, 193)","(641, 196)","(635, 285)","(335, 417)","[[-2.56241923]
 [ 0.2107584 ]
 [ 1.34906782]]","[[ 833.48861497]
 [ -80.63947505]
 [1704.66361465]]"
141,4th,"(585, 198)","(693, 193)","(639, 195)","(634, 286)","(334, 414)","[[-2.56615549]
 [ 0.20278399]
 [ 1.34647648]]","[[ 832.21724867]
 [ -80.81372794]
 [1708.45999919]]"
142,4th,"(587, 199)","(695, 193)","(641, 196)","(635, 286)","(289, 414)","[[-2.52033109]
 [ 0.21214181]
 [ 1.46109513]]","[[ 793.44638588]
 [ -70.33652494]
 [1643.91287042]]"
143,4th,"(588, 198)","(695, 192)","(641, 195)","(635, 285)","(369, 427)","[[-2.58447813]
 [ 0.2250321 ]
 [ 1.2652698 ]]","[[ 856.06220177]
 [ -83.7754593 ]
 [1730.92829643]]"
